C101_025_hierarchical
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 901.454999923706
objective function value: 90587.83710739319
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|4            |0.0          |0            |200.0        |40.0         |50.0        
|4            |13.0         |23           |200.0        |28.0         |55.0        
|4            |103.0        |23           |190.0        |28.0         |55.0        
|4            |125.361      |17           |190.0        |18.0         |75.0        
|4            |215.361      |17           |170.0        |18.0         |75.0        
|4            |218.361      |18           |170.0        |15.0         |75.0        
|4            |308.361      |18           |150.0        |15.0         |75.0        
|4            |313.361      |19           |150.0        |15.0         |80.0        
|4            |403.361      |19           |140.0        |15.0         |80.0        
|4            |410.432      |16           |140.0        |20.0         |85.0        
|4            |500.432      |16           |100.0        |20.0         |85.0        
|4            |502.432      |14           |100.0        |22.0         |85.0        
|4            |592.432      |14           |90.0         |22.0         |85.0        
|4            |595.432      |12           |90.0         |25.0         |85.0        
|4            |685.432      |12           |70.0         |25.0         |85.0        
|4            |1019.809     |15           |70.0         |20.0         |80.0        
|4            |1109.809     |15           |30.0         |20.0         |80.0        
|4            |1115.194     |13           |30.0         |22.0         |75.0        
|4            |1205.194     |13           |0.0          |22.0         |75.0        
|4            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|5            |0.0          |0            |160.0        |40.0         |50.0        
|5            |16.0         |7            |160.0        |40.0         |66.0        
|5            |106.0        |7            |140.0        |40.0         |66.0        
|5            |108.236      |5            |140.0        |42.0         |65.0        
|5            |198.236      |5            |130.0        |42.0         |65.0        
|5            |199.236      |3            |130.0        |42.0         |66.0        
|5            |289.236      |3            |120.0        |42.0         |66.0        
|5            |292.842      |1            |120.0        |45.0         |68.0        
|5            |382.842      |1            |110.0        |45.0         |68.0        
|5            |384.842      |2            |110.0        |45.0         |70.0        
|5            |474.842      |2            |80.0         |45.0         |70.0        
|5            |478.447      |4            |80.0         |42.0         |68.0        
|5            |568.447      |4            |70.0         |42.0         |68.0        
|5            |570.683      |6            |70.0         |40.0         |69.0        
|5            |660.683      |6            |50.0         |40.0         |69.0        
|5            |662.919      |8            |50.0         |38.0         |68.0        
|5            |752.919      |8            |30.0         |38.0         |68.0        
|5            |754.919      |9            |30.0         |38.0         |70.0        
|5            |844.919      |9            |20.0         |38.0         |70.0        
|5            |848.082      |11           |20.0         |35.0         |69.0        
|5            |938.082      |11           |10.0         |35.0         |69.0        
|5            |941.082      |10           |10.0         |35.0         |66.0        
|5            |1031.082     |10           |0.0          |35.0         |66.0        
|5            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|15           |0.0          |0            |100.0        |40.0         |50.0        
|15           |10.198       |21           |100.0        |30.0         |52.0        
|15           |100.198      |21           |80.0         |30.0         |52.0        
|15           |102.198      |22           |80.0         |28.0         |52.0        
|15           |192.198      |22           |60.0         |28.0         |52.0        
|15           |195.198      |25           |60.0         |25.0         |52.0        
|15           |285.198      |25           |20.0         |25.0         |52.0        
|15           |287.198      |24           |20.0         |25.0         |50.0        
|15           |377.198      |24           |10.0         |25.0         |50.0        
|15           |1136.0       |20           |10.0         |30.0         |50.0        
|15           |1226.0       |20           |0.0          |30.0         |50.0        
|15           |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
