R101_025_blended_w0.5_0.5
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 901.4499998092651
objective function value: 86390.1260819825
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|6            |0.0          |0            |70.0         |35.0         |35.0        
|6            |30.414       |15           |70.0         |30.0         |5.0         
|6            |40.414       |15           |62.0         |30.0         |5.0         
|6            |56.225       |14           |62.0         |15.0         |10.0        
|6            |66.225       |14           |42.0         |15.0         |10.0        
|6            |77.406       |16           |42.0         |10.0         |20.0        
|6            |87.406       |16           |23.0         |10.0         |20.0        
|6            |108.021      |13           |23.0         |30.0         |25.0        
|6            |118.021      |13           |0.0          |30.0         |25.0        
|6            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|15           |0.0          |0            |93.0         |35.0         |35.0        
|15           |18.0         |2            |93.0         |35.0         |17.0        
|15           |28.0         |2            |86.0         |35.0         |17.0        
|15           |38.44        |21           |86.0         |45.0         |20.0        
|15           |48.44        |21           |75.0         |45.0         |20.0        
|15           |58.44        |22           |75.0         |45.0         |10.0        
|15           |68.44        |22           |57.0         |45.0         |10.0        
|15           |79.621       |23           |57.0         |55.0         |5.0         
|15           |89.621       |23           |28.0         |55.0         |5.0         
|15           |104.621      |4            |28.0         |55.0         |20.0        
|15           |114.621      |4            |9.0          |55.0         |20.0        
|15           |124.621      |25           |9.0          |65.0         |20.0        
|15           |134.621      |25           |3.0          |65.0         |20.0        
|15           |163.0        |24           |3.0          |65.0         |35.0        
|15           |173.0        |24           |0.0          |65.0         |35.0        
|15           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|19           |0.0          |0            |50.0         |35.0         |35.0        
|19           |25.495       |10           |50.0         |30.0         |60.0        
|19           |35.495       |10           |34.0         |30.0         |60.0        
|19           |52.749       |11           |34.0         |20.0         |65.0        
|19           |62.749       |11           |22.0         |20.0         |65.0        
|19           |69.82        |19           |22.0         |15.0         |60.0        
|19           |79.82        |19           |5.0          |15.0         |60.0        
|19           |91.0         |7            |5.0          |20.0         |50.0        
|19           |101.0        |7            |0.0          |20.0         |50.0        
|19           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|20           |0.0          |0            |52.0         |35.0         |35.0        
|20           |11.18        |6            |52.0         |25.0         |30.0        
|20           |21.18        |6            |49.0         |25.0         |30.0        
|20           |31.18        |5            |49.0         |15.0         |30.0        
|20           |41.18        |5            |23.0         |15.0         |30.0        
|20           |51.18        |17           |23.0         |5.0          |30.0        
|20           |61.18        |17           |21.0         |5.0          |30.0        
|20           |75.109       |8            |21.0         |10.0         |43.0        
|20           |85.109       |8            |12.0         |10.0         |43.0        
|20           |95.549       |18           |12.0         |20.0         |40.0        
|20           |105.549      |18           |0.0          |20.0         |40.0        
|20           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|21           |0.0          |0            |67.0         |35.0         |35.0        
|21           |15.0         |12           |67.0         |50.0         |35.0        
|21           |25.0         |12           |48.0         |50.0         |35.0        
|21           |36.18        |3            |48.0         |55.0         |45.0        
|21           |46.18        |3            |35.0         |55.0         |45.0        
|21           |68.541       |20           |35.0         |45.0         |65.0        
|21           |78.541       |20           |26.0         |45.0         |65.0        
|21           |89.721       |9            |26.0         |55.0         |60.0        
|21           |99.721       |9            |10.0         |55.0         |60.0        
|21           |117.526      |1            |10.0         |41.0         |49.0        
|21           |127.526      |1            |0.0          |41.0         |49.0        
|21           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
