RC101_blended_w0.9_0.09999999999999998
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 601.1410000324249
objective function value: 84492.55484209408
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|5            |0.0          |0            |180.0        |40.0         |50.0        
|5            |35.0         |22           |180.0        |40.0         |15.0        
|5            |45.0         |22           |140.0        |40.0         |15.0        
|5            |47.0         |20           |140.0        |42.0         |15.0        
|5            |57.0         |20           |130.0        |42.0         |15.0        
|5            |53.615       |19           |130.0        |42.0         |10.0        
|5            |63.615       |19           |90.0         |42.0         |10.0        
|5            |69.0         |18           |90.0         |44.0         |5.0         
|5            |79.0         |18           |70.0         |44.0         |5.0         
|5            |83.0         |21           |70.0         |40.0         |5.0         
|5            |93.0         |21           |60.0         |40.0         |5.0         
|5            |95.0         |23           |60.0         |38.0         |5.0         
|5            |105.0        |23           |30.0         |38.0         |5.0         
|5            |108.0        |25           |30.0         |35.0         |5.0         
|5            |118.0        |25           |10.0         |35.0         |5.0         
|5            |128.44       |24           |10.0         |38.0         |15.0        
|5            |138.44       |24           |0.0          |38.0         |15.0        
|5            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|10           |0.0          |0            |170.0        |40.0         |50.0        
|10           |30.806       |2            |170.0        |22.0         |75.0        
|10           |40.806       |2            |140.0        |22.0         |75.0        
|10           |36.42        |6            |140.0        |18.0         |75.0        
|10           |46.42        |6            |120.0        |18.0         |75.0        
|10           |41.035       |7            |120.0        |15.0         |75.0        
|10           |51.035       |7            |100.0        |15.0         |75.0        
|10           |56.035       |8            |100.0        |15.0         |80.0        
|10           |66.035       |8            |90.0         |15.0         |80.0        
|10           |62.65        |4            |90.0         |20.0         |80.0        
|10           |72.65        |4            |50.0         |20.0         |80.0        
|10           |69.265       |5            |50.0         |20.0         |85.0        
|10           |79.265       |5            |30.0         |20.0         |85.0        
|10           |72.88        |3            |30.0         |22.0         |85.0        
|10           |82.88        |3            |20.0         |22.0         |85.0        
|10           |175.0        |1            |20.0         |25.0         |85.0        
|10           |185.0        |1            |0.0          |25.0         |85.0        
|10           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|13           |0.0          |0            |190.0        |40.0         |50.0        
|13           |31.623       |10           |190.0        |10.0         |40.0        
|13           |41.623       |10           |160.0        |10.0         |40.0        
|13           |62.155       |11           |160.0        |8.0          |40.0        
|13           |72.155       |11           |120.0        |8.0          |40.0        
|13           |68.77        |12           |120.0        |8.0          |45.0        
|13           |78.77        |12           |100.0        |8.0          |45.0        
|13           |73.384       |14           |100.0        |5.0          |45.0        
|13           |83.384       |14           |90.0         |5.0          |45.0        
|13           |86.154       |17           |90.0         |0.0          |45.0        
|13           |96.154       |17           |70.0         |0.0          |45.0        
|13           |92.769       |16           |70.0         |0.0          |40.0        
|13           |102.769      |16           |50.0         |0.0          |40.0        
|13           |96.384       |15           |50.0         |2.0          |40.0        
|13           |106.384      |15           |30.0         |2.0          |40.0        
|13           |103.83       |13           |30.0         |5.0          |35.0        
|13           |113.83       |13           |20.0         |5.0          |35.0        
|13           |110.445      |9            |20.0         |10.0         |35.0        
|13           |120.445      |9            |0.0          |10.0         |35.0        
|13           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
