RC101_blended_w1.0_1.0
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 30.155999898910522
objective function value: 92455.99875199744
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |170.0        |40.0         |50.0        
|0            |30.806       |2            |170.0        |22.0         |75.0        
|0            |40.806       |2            |140.0        |22.0         |75.0        
|0            |51.004       |5            |140.0        |20.0         |85.0        
|0            |61.004       |5            |120.0        |20.0         |85.0        
|0            |68.075       |8            |120.0        |15.0         |80.0        
|0            |78.075       |8            |110.0        |15.0         |80.0        
|0            |83.075       |7            |110.0        |15.0         |75.0        
|0            |93.075       |7            |90.0         |15.0         |75.0        
|0            |96.075       |6            |90.0         |18.0         |75.0        
|0            |106.075      |6            |70.0         |18.0         |75.0        
|0            |111.46       |4            |70.0         |20.0         |80.0        
|0            |121.46       |4            |30.0         |20.0         |80.0        
|0            |126.845      |3            |30.0         |22.0         |85.0        
|0            |136.845      |3            |20.0         |22.0         |85.0        
|0            |139.845      |1            |20.0         |25.0         |85.0        
|0            |149.845      |1            |0.0          |25.0         |85.0        
|0            |187.924      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|6            |0.0          |0            |100.0        |40.0         |50.0        
|6            |31.623       |10           |100.0        |10.0         |40.0        
|6            |41.623       |10           |70.0         |10.0         |40.0        
|6            |43.623       |11           |70.0         |8.0          |40.0        
|6            |53.623       |11           |30.0         |8.0          |40.0        
|6            |59.454       |13           |30.0         |5.0          |35.0        
|6            |69.454       |13           |20.0         |5.0          |35.0        
|6            |74.454       |9            |20.0         |10.0         |35.0        
|6            |84.454       |9            |0.0          |10.0         |35.0        
|6            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|19           |0.0          |0            |180.0        |40.0         |50.0        
|19           |45.044       |23           |180.0        |38.0         |5.0         
|19           |55.044       |23           |150.0        |38.0         |5.0         
|19           |58.044       |25           |150.0        |35.0         |5.0         
|19           |68.044       |25           |130.0        |35.0         |5.0         
|19           |73.044       |21           |130.0        |40.0         |5.0         
|19           |83.044       |21           |120.0        |40.0         |5.0         
|19           |87.044       |18           |120.0        |44.0         |5.0         
|19           |97.044       |18           |100.0        |44.0         |5.0         
|19           |102.43       |19           |100.0        |42.0         |10.0        
|19           |112.43       |19           |60.0         |42.0         |10.0        
|19           |117.815      |22           |60.0         |40.0         |15.0        
|19           |127.815      |22           |20.0         |40.0         |15.0        
|19           |129.815      |24           |20.0         |38.0         |15.0        
|19           |139.815      |24           |10.0         |38.0         |15.0        
|19           |143.815      |20           |10.0         |42.0         |15.0        
|19           |153.815      |20           |0.0          |42.0         |15.0        
|19           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|22           |0.0          |0            |90.0         |40.0         |50.0        
|22           |35.355       |14           |90.0         |5.0          |45.0        
|22           |45.355       |14           |80.0         |5.0          |45.0        
|22           |50.355       |17           |80.0         |0.0          |45.0        
|22           |60.355       |17           |60.0         |0.0          |45.0        
|22           |65.355       |16           |60.0         |0.0          |40.0        
|22           |75.355       |16           |40.0         |0.0          |40.0        
|22           |77.355       |15           |40.0         |2.0          |40.0        
|22           |87.355       |15           |20.0         |2.0          |40.0        
|22           |95.166       |12           |20.0         |8.0          |45.0        
|22           |105.166      |12           |0.0          |8.0          |45.0        
|22           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
