RC101_blended_w0.7_0.3
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 30.14400005340576
objective function value: 92434.07461879413
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |170.0        |40.0         |50.0        
|0            |30.806       |2            |170.0        |22.0         |75.0        
|0            |40.806       |2            |140.0        |22.0         |75.0        
|0            |44.806       |6            |140.0        |18.0         |75.0        
|0            |54.806       |6            |120.0        |18.0         |75.0        
|0            |57.806       |7            |120.0        |15.0         |75.0        
|0            |67.806       |7            |100.0        |15.0         |75.0        
|0            |72.806       |8            |100.0        |15.0         |80.0        
|0            |82.806       |8            |90.0         |15.0         |80.0        
|0            |89.877       |5            |90.0         |20.0         |85.0        
|0            |99.877       |5            |70.0         |20.0         |85.0        
|0            |101.877      |3            |70.0         |22.0         |85.0        
|0            |111.877      |3            |60.0         |22.0         |85.0        
|0            |114.877      |1            |60.0         |25.0         |85.0        
|0            |124.877      |1            |40.0         |25.0         |85.0        
|0            |131.948      |4            |40.0         |20.0         |80.0        
|0            |141.948      |4            |0.0          |20.0         |80.0        
|0            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|3            |0.0          |0            |70.0         |40.0         |50.0        
|3            |33.526       |11           |70.0         |8.0          |40.0        
|3            |43.526       |11           |30.0         |8.0          |40.0        
|3            |79.357       |10           |30.0         |10.0         |40.0        
|3            |89.357       |10           |0.0          |10.0         |40.0        
|3            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|7            |0.0          |0            |120.0        |40.0         |50.0        
|7            |32.388       |12           |120.0        |8.0          |45.0        
|7            |42.388       |12           |100.0        |8.0          |45.0        
|7            |45.388       |14           |100.0        |5.0          |45.0        
|7            |55.388       |14           |90.0         |5.0          |45.0        
|7            |60.388       |17           |90.0         |0.0          |45.0        
|7            |70.388       |17           |70.0         |0.0          |45.0        
|7            |75.773       |15           |70.0         |2.0          |40.0        
|7            |85.773       |15           |50.0         |2.0          |40.0        
|7            |87.773       |16           |50.0         |0.0          |40.0        
|7            |97.773       |16           |30.0         |0.0          |40.0        
|7            |104.845      |13           |30.0         |5.0          |35.0        
|7            |114.845      |13           |20.0         |5.0          |35.0        
|7            |121.0        |9            |20.0         |10.0         |35.0        
|7            |131.0        |9            |0.0          |10.0         |35.0        
|7            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|24           |0.0          |0            |180.0        |40.0         |50.0        
|24           |35.0         |22           |180.0        |40.0         |15.0        
|24           |45.0         |22           |140.0        |40.0         |15.0        
|24           |47.0         |20           |140.0        |42.0         |15.0        
|24           |57.0         |20           |130.0        |42.0         |15.0        
|24           |62.0         |19           |130.0        |42.0         |10.0        
|24           |72.0         |19           |90.0         |42.0         |10.0        
|24           |77.385       |18           |90.0         |44.0         |5.0         
|24           |87.385       |18           |70.0         |44.0         |5.0         
|24           |91.385       |21           |70.0         |40.0         |5.0         
|24           |101.385      |21           |60.0         |40.0         |5.0         
|24           |103.385      |23           |60.0         |38.0         |5.0         
|24           |113.385      |23           |30.0         |38.0         |5.0         
|24           |116.385      |25           |30.0         |35.0         |5.0         
|24           |126.385      |25           |10.0         |35.0         |5.0         
|24           |178.0        |24           |10.0         |38.0         |15.0        
|24           |188.0        |24           |0.0          |38.0         |15.0        
|24           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
