R101_025_blended_w0.6_0.4
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 901.4140000343323
objective function value: 93323.44705064966
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|1            |0.0          |0            |50.0         |35.0         |35.0        
|1            |25.495       |10           |50.0         |30.0         |60.0        
|1            |35.495       |10           |34.0         |30.0         |60.0        
|1            |52.749       |11           |34.0         |20.0         |65.0        
|1            |62.749       |11           |22.0         |20.0         |65.0        
|1            |69.82        |19           |22.0         |15.0         |60.0        
|1            |79.82        |19           |5.0          |15.0         |60.0        
|1            |91.0         |7            |5.0          |20.0         |50.0        
|1            |101.0        |7            |0.0          |20.0         |50.0        
|1            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|3            |0.0          |0            |86.0         |35.0         |35.0        
|3            |18.028       |21           |86.0         |45.0         |20.0        
|3            |28.028       |21           |75.0         |45.0         |20.0        
|3            |38.028       |22           |75.0         |45.0         |10.0        
|3            |48.028       |22           |57.0         |45.0         |10.0        
|3            |59.208       |23           |57.0         |55.0         |5.0         
|3            |69.208       |23           |28.0         |55.0         |5.0         
|3            |84.208       |4            |28.0         |55.0         |20.0        
|3            |94.208       |4            |9.0          |55.0         |20.0        
|3            |138.0        |25           |9.0          |65.0         |20.0        
|3            |148.0        |25           |3.0          |65.0         |20.0        
|3            |163.0        |24           |3.0          |65.0         |35.0        
|3            |173.0        |24           |0.0          |65.0         |35.0        
|3            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|5            |0.0          |0            |67.0         |35.0         |35.0        
|5            |15.0         |12           |67.0         |50.0         |35.0        
|5            |25.0         |12           |48.0         |50.0         |35.0        
|5            |36.18        |3            |48.0         |55.0         |45.0        
|5            |46.18        |3            |35.0         |55.0         |45.0        
|5            |107.0        |9            |35.0         |55.0         |60.0        
|5            |117.0        |9            |19.0         |55.0         |60.0        
|5            |136.0        |20           |19.0         |45.0         |65.0        
|5            |146.0        |20           |10.0         |45.0         |65.0        
|5            |171.0        |1            |10.0         |41.0         |49.0        
|5            |181.0        |1            |0.0          |41.0         |49.0        
|5            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|9            |0.0          |0            |77.0         |35.0         |35.0        
|9            |18.0         |2            |77.0         |35.0         |17.0        
|9            |28.0         |2            |70.0         |35.0         |17.0        
|9            |32.729       |15           |70.0         |30.0         |5.0         
|9            |42.729       |15           |62.0         |30.0         |5.0         
|9            |50.27        |14           |62.0         |15.0         |10.0        
|9            |60.27        |14           |42.0         |15.0         |10.0        
|9            |63.18        |16           |42.0         |10.0         |20.0        
|9            |73.18        |16           |23.0         |10.0         |20.0        
|9            |169.0        |13           |23.0         |30.0         |25.0        
|9            |179.0        |13           |0.0          |30.0         |25.0        
|9            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|19           |0.0          |0            |52.0         |35.0         |35.0        
|19           |11.18        |6            |52.0         |25.0         |30.0        
|19           |21.18        |6            |49.0         |25.0         |30.0        
|19           |31.18        |5            |49.0         |15.0         |30.0        
|19           |41.18        |5            |23.0         |15.0         |30.0        
|19           |51.18        |17           |23.0         |5.0          |30.0        
|19           |61.18        |17           |21.0         |5.0          |30.0        
|19           |76.56        |8            |21.0         |10.0         |43.0        
|19           |86.56        |8            |12.0         |10.0         |43.0        
|19           |97.0         |18           |12.0         |20.0         |40.0        
|19           |107.0        |18           |0.0          |20.0         |40.0        
|19           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
