RC101_blended_w0.3_0.7
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 601.1299998760223
objective function value: 93642.83654086918
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|7            |0.0          |0            |190.0        |40.0         |50.0        
|7            |32.388       |12           |190.0        |8.0          |45.0        
|7            |42.388       |12           |170.0        |8.0          |45.0        
|7            |45.388       |14           |170.0        |5.0          |45.0        
|7            |55.388       |14           |160.0        |5.0          |45.0        
|7            |50.748       |17           |160.0        |0.0          |45.0        
|7            |60.748       |17           |140.0        |0.0          |45.0        
|7            |66.133       |15           |140.0        |2.0          |40.0        
|7            |76.133       |15           |120.0        |2.0          |40.0        
|7            |68.492       |16           |120.0        |0.0          |40.0        
|7            |78.492       |16           |100.0        |0.0          |40.0        
|7            |75.922       |13           |100.0        |5.0          |35.0        
|7            |85.922       |13           |90.0         |5.0          |35.0        
|7            |81.282       |9            |90.0         |10.0         |35.0        
|7            |91.282       |9            |70.0         |10.0         |35.0        
|7            |86.641       |10           |70.0         |10.0         |40.0        
|7            |96.641       |10           |40.0         |10.0         |40.0        
|7            |89.0         |11           |40.0         |8.0          |40.0        
|7            |99.0         |11           |0.0          |8.0          |40.0        
|7            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|8            |0.0          |0            |170.0        |40.0         |50.0        
|8            |30.806       |2            |170.0        |22.0         |75.0        
|8            |40.806       |2            |140.0        |22.0         |75.0        
|8            |47.806       |7            |140.0        |15.0         |75.0        
|8            |57.806       |7            |120.0        |15.0         |75.0        
|8            |62.806       |8            |120.0        |15.0         |80.0        
|8            |72.806       |8            |110.0        |15.0         |80.0        
|8            |79.877       |5            |110.0        |20.0         |85.0        
|8            |89.877       |5            |90.0         |20.0         |85.0        
|8            |91.877       |3            |90.0         |22.0         |85.0        
|8            |101.877      |3            |80.0         |22.0         |85.0        
|8            |104.877      |1            |80.0         |25.0         |85.0        
|8            |114.877      |1            |60.0         |25.0         |85.0        
|8            |121.948      |4            |60.0         |20.0         |80.0        
|8            |131.948      |4            |20.0         |20.0         |80.0        
|8            |137.333      |6            |20.0         |18.0         |75.0        
|8            |147.333      |6            |0.0          |18.0         |75.0        
|8            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|11           |0.0          |0            |180.0        |40.0         |50.0        
|11           |45.277       |25           |180.0        |35.0         |5.0         
|11           |55.277       |25           |160.0        |35.0         |5.0         
|11           |58.277       |23           |160.0        |38.0         |5.0         
|11           |68.277       |23           |130.0        |38.0         |5.0         
|11           |70.277       |21           |130.0        |40.0         |5.0         
|11           |80.277       |21           |120.0        |40.0         |5.0         
|11           |84.277       |18           |120.0        |44.0         |5.0         
|11           |94.277       |18           |100.0        |44.0         |5.0         
|11           |99.662       |19           |100.0        |42.0         |10.0        
|11           |109.662      |19           |60.0         |42.0         |10.0        
|11           |115.047      |22           |60.0         |40.0         |15.0        
|11           |125.047      |22           |20.0         |40.0         |15.0        
|11           |152.0        |20           |20.0         |42.0         |15.0        
|11           |162.0        |20           |10.0         |42.0         |15.0        
|11           |178.0        |24           |10.0         |38.0         |15.0        
|11           |188.0        |24           |0.0          |38.0         |15.0        
|11           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
