RC101_blended_w0.6_0.4
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 601.1039998531342
objective function value: 83526.79269551883
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|7            |0.0          |0            |90.0         |40.0         |50.0        
|7            |32.388       |12           |90.0         |8.0          |45.0        
|7            |42.388       |12           |70.0         |8.0          |45.0        
|7            |45.388       |14           |70.0         |5.0          |45.0        
|7            |55.388       |14           |60.0         |5.0          |45.0        
|7            |58.159       |15           |60.0         |2.0          |40.0        
|7            |68.159       |15           |40.0         |2.0          |40.0        
|7            |67.1         |16           |40.0         |0.0          |40.0        
|7            |77.1         |16           |20.0         |0.0          |40.0        
|7            |79.04        |17           |20.0         |0.0          |45.0        
|7            |89.04        |17           |0.0          |0.0          |45.0        
|7            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|18           |0.0          |0            |100.0        |40.0         |50.0        
|18           |33.541       |9            |100.0        |10.0         |35.0        
|18           |43.541       |9            |80.0         |10.0         |35.0        
|18           |48.541       |13           |80.0         |5.0          |35.0        
|18           |58.541       |13           |70.0         |5.0          |35.0        
|18           |59.159       |11           |70.0         |8.0          |40.0        
|18           |69.159       |11           |30.0         |8.0          |40.0        
|18           |65.947       |10           |30.0         |10.0         |40.0        
|18           |75.947       |10           |0.0          |10.0         |40.0        
|18           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|21           |0.0          |0            |170.0        |40.0         |50.0        
|21           |33.301       |6            |170.0        |18.0         |75.0        
|21           |43.301       |6            |150.0        |18.0         |75.0        
|21           |39.029       |2            |150.0        |22.0         |75.0        
|21           |49.029       |2            |120.0        |22.0         |75.0        
|21           |47.757       |7            |120.0        |15.0         |75.0        
|21           |57.757       |7            |100.0        |15.0         |75.0        
|21           |55.505       |8            |100.0        |15.0         |80.0        
|21           |65.505       |8            |90.0         |15.0         |80.0        
|21           |63.252       |4            |90.0         |20.0         |80.0        
|21           |73.252       |4            |50.0         |20.0         |80.0        
|21           |71.0         |5            |50.0         |20.0         |85.0        
|21           |81.0         |5            |30.0         |20.0         |85.0        
|21           |83.0         |3            |30.0         |22.0         |85.0        
|21           |93.0         |3            |20.0         |22.0         |85.0        
|21           |96.0         |1            |20.0         |25.0         |85.0        
|21           |106.0        |1            |0.0          |25.0         |85.0        
|21           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|24           |0.0          |0            |180.0        |40.0         |50.0        
|24           |35.0         |22           |180.0        |40.0         |15.0        
|24           |45.0         |22           |140.0        |40.0         |15.0        
|24           |47.0         |20           |140.0        |42.0         |15.0        
|24           |57.0         |20           |130.0        |42.0         |15.0        
|24           |60.923       |19           |130.0        |42.0         |10.0        
|24           |70.923       |19           |90.0         |42.0         |10.0        
|24           |75.232       |18           |90.0         |44.0         |5.0         
|24           |85.232       |18           |70.0         |44.0         |5.0         
|24           |88.156       |21           |70.0         |40.0         |5.0         
|24           |98.156       |21           |60.0         |40.0         |5.0         
|24           |97.578       |23           |60.0         |38.0         |5.0         
|24           |107.578      |23           |30.0         |38.0         |5.0         
|24           |108.0        |25           |30.0         |35.0         |5.0         
|24           |118.0        |25           |10.0         |35.0         |5.0         
|24           |125.862      |24           |10.0         |38.0         |15.0        
|24           |135.862      |24           |0.0          |38.0         |15.0        
|24           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
