RC101_blended_w0.2_0.8
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 600.7320001125336
objective function value: 83751.49098091642
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|7            |0.0          |0            |90.0         |40.0         |50.0        
|7            |33.526       |11           |90.0         |8.0          |40.0        
|7            |43.526       |11           |50.0         |8.0          |40.0        
|7            |106.0        |10           |50.0         |10.0         |40.0        
|7            |116.0        |10           |20.0         |10.0         |40.0        
|7            |121.0        |9            |20.0         |10.0         |35.0        
|7            |131.0        |9            |0.0          |10.0         |35.0        
|7            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|8            |0.0          |0            |170.0        |40.0         |50.0        
|8            |30.806       |2            |170.0        |22.0         |75.0        
|8            |40.806       |2            |140.0        |22.0         |75.0        
|8            |36.854       |6            |140.0        |18.0         |75.0        
|8            |46.854       |6            |120.0        |18.0         |75.0        
|8            |49.854       |7            |120.0        |15.0         |75.0        
|8            |59.854       |7            |100.0        |15.0         |75.0        
|8            |56.903       |8            |100.0        |15.0         |80.0        
|8            |66.903       |8            |90.0         |15.0         |80.0        
|8            |63.951       |4            |90.0         |20.0         |80.0        
|8            |73.951       |4            |50.0         |20.0         |80.0        
|8            |71.0         |5            |50.0         |20.0         |85.0        
|8            |81.0         |5            |30.0         |20.0         |85.0        
|8            |139.0        |3            |30.0         |22.0         |85.0        
|8            |149.0        |3            |20.0         |22.0         |85.0        
|8            |169.805      |1            |20.0         |25.0         |85.0        
|8            |179.805      |1            |0.0          |25.0         |85.0        
|8            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|11           |0.0          |0            |180.0        |40.0         |50.0        
|11           |35.0         |22           |180.0        |40.0         |15.0        
|11           |45.0         |22           |140.0        |40.0         |15.0        
|11           |50.385       |19           |140.0        |42.0         |10.0        
|11           |60.385       |19           |100.0        |42.0         |10.0        
|11           |65.77        |18           |100.0        |44.0         |5.0         
|11           |75.77        |18           |80.0         |44.0         |5.0         
|11           |79.77        |21           |80.0         |40.0         |5.0         
|11           |89.77        |21           |70.0         |40.0         |5.0         
|11           |91.77        |23           |70.0         |38.0         |5.0         
|11           |101.77       |23           |40.0         |38.0         |5.0         
|11           |104.77       |25           |40.0         |35.0         |5.0         
|11           |114.77       |25           |20.0         |35.0         |5.0         
|11           |125.211      |24           |20.0         |38.0         |15.0        
|11           |135.211      |24           |10.0         |38.0         |15.0        
|11           |139.211      |20           |10.0         |42.0         |15.0        
|11           |149.211      |20           |0.0          |42.0         |15.0        
|11           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|15           |0.0          |0            |100.0        |40.0         |50.0        
|15           |32.388       |12           |100.0        |8.0          |45.0        
|15           |42.388       |12           |80.0         |8.0          |45.0        
|15           |45.388       |14           |80.0         |5.0          |45.0        
|15           |55.388       |14           |70.0         |5.0          |45.0        
|15           |60.388       |17           |70.0         |0.0          |45.0        
|15           |70.388       |17           |50.0         |0.0          |45.0        
|15           |75.388       |16           |50.0         |0.0          |40.0        
|15           |85.388       |16           |30.0         |0.0          |40.0        
|15           |87.388       |15           |30.0         |2.0          |40.0        
|15           |97.388       |15           |10.0         |2.0          |40.0        
|15           |103.219      |13           |10.0         |5.0          |35.0        
|15           |113.219      |13           |0.0          |5.0          |35.0        
|15           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
