R101_025_blended_w0.7_0.30000000000000004
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 901.3309998512268
objective function value: 78948.19538107827
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|1            |0.0          |0            |56.0         |35.0         |35.0        
|1            |18.0         |2            |56.0         |35.0         |17.0        
|1            |28.0         |2            |49.0         |35.0         |17.0        
|1            |41.0         |15           |49.0         |30.0         |5.0         
|1            |51.0         |15           |41.0         |30.0         |5.0         
|1            |66.811       |14           |41.0         |15.0         |10.0        
|1            |76.811       |14           |21.0         |15.0         |10.0        
|1            |87.992       |16           |21.0         |10.0         |20.0        
|1            |97.992       |16           |2.0          |10.0         |20.0        
|1            |109.172      |17           |2.0          |5.0          |30.0        
|1            |119.172      |17           |0.0          |5.0          |30.0        
|1            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|9            |0.0          |0            |73.0         |35.0         |35.0        
|9            |11.18        |13           |73.0         |30.0         |25.0        
|9            |21.18        |13           |50.0         |30.0         |25.0        
|9            |28.249       |6            |50.0         |25.0         |30.0        
|9            |38.249       |6            |47.0         |25.0         |30.0        
|9            |44.0         |5            |47.0         |15.0         |30.0        
|9            |54.0         |5            |21.0         |15.0         |30.0        
|9            |76.56        |8            |21.0         |10.0         |43.0        
|9            |86.56        |8            |12.0         |10.0         |43.0        
|9            |97.0         |18           |12.0         |20.0         |40.0        
|9            |107.0        |18           |0.0          |20.0         |40.0        
|9            |132.311      |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|12           |0.0          |0            |86.0         |35.0         |35.0        
|12           |18.028       |21           |86.0         |45.0         |20.0        
|12           |28.028       |21           |75.0         |45.0         |20.0        
|12           |38.028       |22           |75.0         |45.0         |10.0        
|12           |48.028       |22           |57.0         |45.0         |10.0        
|12           |59.208       |23           |57.0         |55.0         |5.0         
|12           |69.208       |23           |28.0         |55.0         |5.0         
|12           |118.0        |4            |28.0         |55.0         |20.0        
|12           |128.0        |4            |9.0          |55.0         |20.0        
|12           |138.0        |25           |9.0          |65.0         |20.0        
|12           |148.0        |25           |3.0          |65.0         |20.0        
|12           |163.0        |24           |3.0          |65.0         |35.0        
|12           |173.0        |24           |0.0          |65.0         |35.0        
|12           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|21           |0.0          |0            |50.0         |35.0         |35.0        
|21           |21.213       |7            |50.0         |20.0         |50.0        
|21           |31.213       |7            |45.0         |20.0         |50.0        
|21           |42.394       |19           |45.0         |15.0         |60.0        
|21           |52.394       |19           |28.0         |15.0         |60.0        
|21           |59.465       |11           |28.0         |20.0         |65.0        
|21           |69.465       |11           |16.0         |20.0         |65.0        
|21           |80.645       |10           |16.0         |30.0         |60.0        
|21           |90.645       |10           |0.0          |30.0         |60.0        
|21           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|23           |0.0          |0            |67.0         |35.0         |35.0        
|23           |15.0         |12           |67.0         |50.0         |35.0        
|23           |25.0         |12           |48.0         |50.0         |35.0        
|23           |36.18        |3            |48.0         |55.0         |45.0        
|23           |46.18        |3            |35.0         |55.0         |45.0        
|23           |61.18        |9            |35.0         |55.0         |60.0        
|23           |71.18        |9            |19.0         |55.0         |60.0        
|23           |82.361       |20           |19.0         |45.0         |65.0        
|23           |92.361       |20           |10.0         |45.0         |65.0        
|23           |108.853      |1            |10.0         |41.0         |49.0        
|23           |118.853      |1            |0.0          |41.0         |49.0        
|23           |134.085      |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
