C201_050_blended_w0.3_0.7
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 700.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 901.7590000629425
objective function value: 71398.29692077807
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |240.0        |40.0         |50.0        
|0            |12.166       |22           |240.0        |28.0         |52.0        
|0            |102.166      |22           |220.0        |28.0         |52.0        
|0            |107.166      |27           |220.0        |23.0         |52.0        
|0            |197.166      |27           |210.0        |23.0         |52.0        
|0            |201.408      |30           |210.0        |20.0         |55.0        
|0            |291.408      |30           |200.0        |20.0         |55.0        
|0            |303.938      |23           |200.0        |14.0         |66.0        
|0            |393.938      |23           |190.0        |14.0         |66.0        
|0            |401.149      |26           |190.0        |8.0          |62.0        
|0            |491.149      |26           |180.0        |8.0          |62.0        
|0            |499.211      |28           |180.0        |4.0          |55.0        
|0            |589.211      |28           |160.0        |4.0          |55.0        
|0            |617.707      |39           |160.0        |0.0          |45.0        
|0            |707.707      |39           |140.0        |0.0          |45.0        
|0            |712.707      |36           |140.0        |5.0          |45.0        
|0            |802.707      |36           |130.0        |5.0          |45.0        
|0            |805.707      |34           |130.0        |8.0          |45.0        
|0            |895.707      |34           |110.0        |8.0          |45.0        
|0            |930.362      |44           |110.0        |32.0         |20.0        
|0            |1020.362     |44           |100.0        |32.0         |20.0        
|0            |1024.834     |40           |100.0        |36.0         |18.0        
|0            |1114.834     |40           |90.0         |36.0         |18.0        
|0            |1127.0       |49           |90.0         |48.0         |20.0        
|0            |1217.0       |49           |80.0         |48.0         |20.0        
|0            |1255.874     |46           |80.0         |34.0         |25.0        
|0            |1345.874     |46           |50.0         |34.0         |25.0        
|0            |1352.277     |45           |50.0         |30.0         |30.0        
|0            |1442.277     |45           |40.0         |30.0         |30.0        
|0            |2358.606     |42           |40.0         |33.0         |32.0        
|0            |2448.606     |42           |20.0         |33.0         |32.0        
|0            |2450.606     |41           |20.0         |35.0         |32.0        
|0            |2540.606     |41           |10.0         |35.0         |32.0        
|0            |2733.0       |43           |10.0         |33.0         |35.0        
|0            |2823.0       |43           |0.0          |33.0         |35.0        
|0            |3390.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|15           |0.0          |0            |280.0        |40.0         |50.0        
|15           |11.662       |21           |280.0        |30.0         |56.0        
|15           |101.662      |21           |260.0        |30.0         |56.0        
|15           |107.319      |8            |260.0        |34.0         |60.0        
|15           |197.319      |8            |240.0        |34.0         |60.0        
|15           |208.981      |9            |240.0        |28.0         |70.0        
|15           |298.981      |9            |230.0        |28.0         |70.0        
|15           |306.791      |13           |230.0        |22.0         |75.0        
|15           |396.791      |13           |200.0        |22.0         |75.0        
|15           |402.176      |15           |200.0        |20.0         |80.0        
|15           |492.176      |15           |160.0        |20.0         |80.0        
|15           |499.247      |12           |160.0        |25.0         |85.0        
|15           |589.247      |12           |140.0        |25.0         |85.0        
|15           |592.247      |14           |140.0        |22.0         |85.0        
|15           |682.247      |14           |130.0        |22.0         |85.0        
|15           |684.247      |16           |130.0        |20.0         |85.0        
|15           |774.247      |16           |90.0         |20.0         |85.0        
|15           |781.318      |19           |90.0         |15.0         |80.0        
|15           |871.318      |19           |80.0         |15.0         |80.0        
|15           |876.318      |18           |80.0         |15.0         |75.0        
|15           |966.318      |18           |60.0         |15.0         |75.0        
|15           |2471.0       |17           |60.0         |18.0         |75.0        
|15           |2561.0       |17           |40.0         |18.0         |75.0        
|15           |2570.849     |25           |40.0         |22.0         |66.0        
|15           |2660.849     |25           |0.0          |22.0         |66.0        
|15           |3390.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|22           |0.0          |0            |110.0        |40.0         |50.0        
|22           |15.133       |5            |110.0        |42.0         |65.0        
|22           |105.133      |5            |100.0        |42.0         |65.0        
|22           |112.204      |10           |100.0        |35.0         |66.0        
|22           |202.204      |10           |90.0         |35.0         |66.0        
|22           |205.204      |11           |90.0         |35.0         |69.0        
|22           |295.204      |11           |80.0         |35.0         |69.0        
|22           |372.398      |2            |80.0         |45.0         |70.0        
|22           |462.398      |2            |50.0         |45.0         |70.0        
|22           |471.0        |1            |50.0         |52.0         |75.0        
|22           |561.0        |1            |40.0         |52.0         |75.0        
|22           |1232.877     |7            |40.0         |58.0         |70.0        
|22           |1322.877     |7            |20.0         |58.0         |70.0        
|22           |1327.0       |3            |20.0         |62.0         |69.0        
|22           |1417.0       |3            |10.0         |62.0         |69.0        
|22           |1421.0       |4            |10.0         |60.0         |66.0        
|22           |1511.0       |4            |0.0          |60.0         |66.0        
|22           |3390.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|24           |0.0          |0            |230.0        |40.0         |50.0        
|24           |10.0         |20           |230.0        |30.0         |50.0        
|24           |100.0        |20           |220.0        |30.0         |50.0        
|24           |105.0        |24           |220.0        |25.0         |50.0        
|24           |195.0        |24           |210.0        |25.0         |50.0        
|24           |200.0        |29           |210.0        |20.0         |50.0        
|24           |290.0        |29           |200.0        |20.0         |50.0        
|24           |298.944      |6            |200.0        |16.0         |42.0        
|24           |388.944      |6            |180.0        |16.0         |42.0        
|24           |395.269      |32           |180.0        |10.0         |40.0        
|24           |485.269      |32           |150.0        |10.0         |40.0        
|24           |487.269      |33           |150.0        |8.0          |40.0        
|24           |577.269      |33           |110.0        |8.0          |40.0        
|24           |583.269      |37           |110.0        |2.0          |40.0        
|24           |673.269      |37           |90.0         |2.0          |40.0        
|24           |675.269      |38           |90.0         |0.0          |40.0        
|24           |765.269      |38           |60.0         |0.0          |40.0        
|24           |772.34       |35           |60.0         |5.0          |35.0        
|24           |862.34       |35           |50.0         |5.0          |35.0        
|24           |867.34       |31           |50.0         |10.0         |35.0        
|24           |957.34       |31           |30.0         |10.0         |35.0        
|24           |973.619      |50           |30.0         |26.0         |32.0        
|24           |1063.619     |50           |20.0         |26.0         |32.0        
|24           |1068.619     |47           |20.0         |30.0         |35.0        
|24           |1158.619     |47           |10.0         |30.0         |35.0        
|24           |1166.429     |48           |10.0         |36.0         |40.0        
|24           |1256.429     |48           |0.0          |36.0         |40.0        
|24           |3390.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
