RC101_blended_w0.7_0.30000000000000004
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 601.2279999256134
objective function value: 73979.6066960852
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|9            |0.0          |0            |190.0        |40.0         |50.0        
|9            |32.388       |12           |190.0        |8.0          |45.0        
|9            |42.388       |12           |170.0        |8.0          |45.0        
|9            |38.194       |14           |170.0        |5.0          |45.0        
|9            |48.194       |14           |160.0        |5.0          |45.0        
|9            |53.194       |17           |160.0        |0.0          |45.0        
|9            |63.194       |17           |140.0        |0.0          |45.0        
|9            |68.194       |16           |140.0        |0.0          |40.0        
|9            |78.194       |16           |120.0        |0.0          |40.0        
|9            |80.194       |15           |120.0        |2.0          |40.0        
|9            |90.194       |15           |100.0        |2.0          |40.0        
|9            |89.0         |11           |100.0        |8.0          |40.0        
|9            |99.0         |11           |60.0         |8.0          |40.0        
|9            |104.831      |13           |60.0         |5.0          |35.0        
|9            |114.831      |13           |50.0         |5.0          |35.0        
|9            |119.831      |9            |50.0         |10.0         |35.0        
|9            |129.831      |9            |30.0         |10.0         |35.0        
|9            |134.831      |10           |30.0         |10.0         |40.0        
|9            |144.831      |10           |0.0          |10.0         |40.0        
|9            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|21           |0.0          |0            |170.0        |40.0         |50.0        
|21           |30.806       |2            |170.0        |22.0         |75.0        
|21           |40.806       |2            |140.0        |22.0         |75.0        
|21           |36.854       |6            |140.0        |18.0         |75.0        
|21           |46.854       |6            |120.0        |18.0         |75.0        
|21           |49.854       |7            |120.0        |15.0         |75.0        
|21           |59.854       |7            |100.0        |15.0         |75.0        
|21           |56.903       |8            |100.0        |15.0         |80.0        
|21           |66.903       |8            |90.0         |15.0         |80.0        
|21           |63.951       |4            |90.0         |20.0         |80.0        
|21           |73.951       |4            |50.0         |20.0         |80.0        
|21           |71.0         |5            |50.0         |20.0         |85.0        
|21           |81.0         |5            |30.0         |20.0         |85.0        
|21           |83.0         |3            |30.0         |22.0         |85.0        
|21           |93.0         |3            |20.0         |22.0         |85.0        
|21           |96.0         |1            |20.0         |25.0         |85.0        
|21           |106.0        |1            |0.0          |25.0         |85.0        
|21           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|24           |0.0          |0            |180.0        |40.0         |50.0        
|24           |35.057       |20           |180.0        |42.0         |15.0        
|24           |45.057       |20           |170.0        |42.0         |15.0        
|24           |50.057       |19           |170.0        |42.0         |10.0        
|24           |60.057       |19           |130.0        |42.0         |10.0        
|24           |65.442       |18           |130.0        |44.0         |5.0         
|24           |75.442       |18           |110.0        |44.0         |5.0         
|24           |79.442       |21           |110.0        |40.0         |5.0         
|24           |89.442       |21           |100.0        |40.0         |5.0         
|24           |91.442       |23           |100.0        |38.0         |5.0         
|24           |101.442      |23           |70.0         |38.0         |5.0         
|24           |104.442      |25           |70.0         |35.0         |5.0         
|24           |114.442      |25           |50.0         |35.0         |5.0         
|24           |125.623      |22           |50.0         |40.0         |15.0        
|24           |135.623      |22           |10.0         |40.0         |15.0        
|24           |178.0        |24           |10.0         |38.0         |15.0        
|24           |188.0        |24           |0.0          |38.0         |15.0        
|24           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
