C201_050_blended_w0.1_0.9
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 700.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 900.3340001106262
objective function value: 82148.10352912001
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|6            |0.0          |0            |90.0         |40.0         |50.0        
|6            |15.133       |5            |90.0         |42.0         |65.0        
|6            |105.133      |5            |80.0         |42.0         |65.0        
|6            |110.964      |2            |80.0         |45.0         |70.0        
|6            |200.964      |2            |50.0         |45.0         |70.0        
|6            |209.566      |1            |50.0         |52.0         |75.0        
|6            |299.566      |1            |40.0         |52.0         |75.0        
|6            |307.376      |7            |40.0         |58.0         |70.0        
|6            |397.376      |7            |20.0         |58.0         |70.0        
|6            |401.499      |3            |20.0         |62.0         |69.0        
|6            |491.499      |3            |10.0         |62.0         |69.0        
|6            |495.105      |4            |10.0         |60.0         |66.0        
|6            |585.105      |4            |0.0          |60.0         |66.0        
|6            |3390.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|9            |0.0          |0            |260.0        |40.0         |50.0        
|9            |25.298       |6            |260.0        |16.0         |42.0        
|9            |115.298      |6            |240.0        |16.0         |42.0        
|9            |121.623      |32           |240.0        |10.0         |40.0        
|9            |211.623      |32           |210.0        |10.0         |40.0        
|9            |213.623      |33           |210.0        |8.0          |40.0        
|9            |303.623      |33           |170.0        |8.0          |40.0        
|9            |309.454      |35           |170.0        |5.0          |35.0        
|9            |399.454      |35           |160.0        |5.0          |35.0        
|9            |404.454      |31           |160.0        |10.0         |35.0        
|9            |494.454      |31           |140.0        |10.0         |35.0        
|9            |510.733      |50           |140.0        |26.0         |32.0        
|9            |600.733      |50           |130.0        |26.0         |32.0        
|9            |605.205      |45           |130.0        |30.0         |30.0        
|9            |695.205      |45           |120.0        |30.0         |30.0        
|9            |701.608      |46           |120.0        |34.0         |25.0        
|9            |791.608      |46           |90.0         |34.0         |25.0        
|9            |796.993      |44           |90.0         |32.0         |20.0        
|9            |886.993      |44           |80.0         |32.0         |20.0        
|9            |891.465      |40           |80.0         |36.0         |18.0        
|9            |981.465      |40           |70.0         |36.0         |18.0        
|9            |993.631      |49           |70.0         |48.0         |20.0        
|9            |1083.631     |49           |60.0         |48.0         |20.0        
|9            |1101.322     |41           |60.0         |35.0         |32.0        
|9            |1191.322     |41           |50.0         |35.0         |32.0        
|9            |1193.322     |42           |50.0         |33.0         |32.0        
|9            |1283.322     |42           |30.0         |33.0         |32.0        
|9            |1287.565     |47           |30.0         |30.0         |35.0        
|9            |1377.565     |47           |20.0         |30.0         |35.0        
|9            |1380.565     |43           |20.0         |33.0         |35.0        
|9            |1470.565     |43           |10.0         |33.0         |35.0        
|9            |3016.0       |48           |10.0         |36.0         |40.0        
|9            |3106.0       |48           |0.0          |36.0         |40.0        
|9            |3390.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|16           |0.0          |0            |190.0        |40.0         |50.0        
|16           |10.0         |20           |190.0        |30.0         |50.0        
|16           |100.0        |20           |180.0        |30.0         |50.0        
|16           |105.0        |24           |180.0        |25.0         |50.0        
|16           |195.0        |24           |170.0        |25.0         |50.0        
|16           |200.0        |29           |170.0        |20.0         |50.0        
|16           |290.0        |29           |160.0        |20.0         |50.0        
|16           |303.0        |34           |160.0        |8.0          |45.0        
|16           |393.0        |34           |140.0        |8.0          |45.0        
|16           |396.0        |36           |140.0        |5.0          |45.0        
|16           |486.0        |36           |130.0        |5.0          |45.0        
|16           |491.831      |37           |130.0        |2.0          |40.0        
|16           |581.831      |37           |110.0        |2.0          |40.0        
|16           |583.831      |38           |110.0        |0.0          |40.0        
|16           |673.831      |38           |80.0         |0.0          |40.0        
|16           |678.831      |39           |80.0         |0.0          |45.0        
|16           |768.831      |39           |60.0         |0.0          |45.0        
|16           |779.601      |28           |60.0         |4.0          |55.0        
|16           |869.601      |28           |40.0         |4.0          |55.0        
|16           |877.664      |26           |40.0         |8.0          |62.0        
|16           |967.664      |26           |30.0         |8.0          |62.0        
|16           |1803.0       |23           |30.0         |14.0         |66.0        
|16           |1893.0       |23           |20.0         |14.0         |66.0        
|16           |3143.0       |21           |20.0         |30.0         |56.0        
|16           |3233.0       |21           |0.0          |30.0         |56.0        
|16           |3390.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|20           |0.0          |0            |320.0        |40.0         |50.0        
|20           |12.166       |22           |320.0        |28.0         |52.0        
|20           |102.166      |22           |300.0        |28.0         |52.0        
|20           |107.166      |27           |300.0        |23.0         |52.0        
|20           |197.166      |27           |290.0        |23.0         |52.0        
|20           |201.408      |30           |290.0        |20.0         |55.0        
|20           |291.408      |30           |280.0        |20.0         |55.0        
|20           |302.589      |25           |280.0        |22.0         |66.0        
|20           |392.589      |25           |240.0        |22.0         |66.0        
|20           |402.437      |17           |240.0        |18.0         |75.0        
|20           |492.437      |17           |220.0        |18.0         |75.0        
|20           |495.437      |18           |220.0        |15.0         |75.0        
|20           |585.437      |18           |200.0        |15.0         |75.0        
|20           |590.437      |19           |200.0        |15.0         |80.0        
|20           |680.437      |19           |190.0        |15.0         |80.0        
|20           |685.437      |15           |190.0        |20.0         |80.0        
|20           |775.437      |15           |150.0        |20.0         |80.0        
|20           |780.437      |16           |150.0        |20.0         |85.0        
|20           |870.437      |16           |110.0        |20.0         |85.0        
|20           |872.437      |14           |110.0        |22.0         |85.0        
|20           |962.437      |14           |100.0        |22.0         |85.0        
|20           |965.437      |12           |100.0        |25.0         |85.0        
|20           |1055.437     |12           |80.0         |25.0         |85.0        
|20           |1065.878     |13           |80.0         |22.0         |75.0        
|20           |1155.878     |13           |50.0         |22.0         |75.0        
|20           |1163.688     |9            |50.0         |28.0         |70.0        
|20           |1253.688     |9            |40.0         |28.0         |70.0        
|20           |2857.917     |11           |40.0         |35.0         |69.0        
|20           |2947.917     |11           |30.0         |35.0         |69.0        
|20           |2950.917     |10           |30.0         |35.0         |66.0        
|20           |3040.917     |10           |20.0         |35.0         |66.0        
|20           |3047.0       |8            |20.0         |34.0         |60.0        
|20           |3137.0       |8            |0.0          |34.0         |60.0        
|20           |3390.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
