RC101_blended_w0.4_0.6
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 601.114000082016
objective function value: 94684.2124939937
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|12           |0.0          |0            |180.0        |40.0         |50.0        
|12           |45.277       |25           |180.0        |35.0         |5.0         
|12           |55.277       |25           |160.0        |35.0         |5.0         
|12           |58.277       |23           |160.0        |38.0         |5.0         
|12           |68.277       |23           |130.0        |38.0         |5.0         
|12           |70.277       |21           |130.0        |40.0         |5.0         
|12           |80.277       |21           |120.0        |40.0         |5.0         
|12           |84.277       |18           |120.0        |44.0         |5.0         
|12           |94.277       |18           |100.0        |44.0         |5.0         
|12           |99.662       |19           |100.0        |42.0         |10.0        
|12           |109.662      |19           |60.0         |42.0         |10.0        
|12           |115.047      |22           |60.0         |40.0         |15.0        
|12           |125.047      |22           |20.0         |40.0         |15.0        
|12           |127.047      |20           |20.0         |42.0         |15.0        
|12           |137.047      |20           |10.0         |42.0         |15.0        
|12           |141.047      |24           |10.0         |38.0         |15.0        
|12           |151.047      |24           |0.0          |38.0         |15.0        
|12           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|14           |0.0          |0            |170.0        |40.0         |50.0        
|14           |30.806       |2            |170.0        |22.0         |75.0        
|14           |40.806       |2            |140.0        |22.0         |75.0        
|14           |46.903       |3            |140.0        |22.0         |85.0        
|14           |56.903       |3            |130.0        |22.0         |85.0        
|14           |59.903       |1            |130.0        |25.0         |85.0        
|14           |69.903       |1            |110.0        |25.0         |85.0        
|14           |71.0         |5            |110.0        |20.0         |85.0        
|14           |81.0         |5            |90.0         |20.0         |85.0        
|14           |91.198       |6            |90.0         |18.0         |75.0        
|14           |101.198      |6            |70.0         |18.0         |75.0        
|14           |104.198      |7            |70.0         |15.0         |75.0        
|14           |114.198      |7            |50.0         |15.0         |75.0        
|14           |119.198      |8            |50.0         |15.0         |80.0        
|14           |129.198      |8            |40.0         |15.0         |80.0        
|14           |134.198      |4            |40.0         |20.0         |80.0        
|14           |144.198      |4            |0.0          |20.0         |80.0        
|14           |176.351      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|22           |0.0          |0            |190.0        |40.0         |50.0        
|22           |32.388       |12           |190.0        |8.0          |45.0        
|22           |42.388       |12           |170.0        |8.0          |45.0        
|22           |41.791       |14           |170.0        |5.0          |45.0        
|22           |51.791       |14           |160.0        |5.0          |45.0        
|22           |53.194       |17           |160.0        |0.0          |45.0        
|22           |63.194       |17           |140.0        |0.0          |45.0        
|22           |64.597       |16           |140.0        |0.0          |40.0        
|22           |74.597       |16           |120.0        |0.0          |40.0        
|22           |73.0         |15           |120.0        |2.0          |40.0        
|22           |83.0         |15           |100.0        |2.0          |40.0        
|22           |89.0         |11           |100.0        |8.0          |40.0        
|22           |99.0         |11           |60.0         |8.0          |40.0        
|22           |101.0        |10           |60.0         |10.0         |40.0        
|22           |111.0        |10           |30.0         |10.0         |40.0        
|22           |116.0        |9            |30.0         |10.0         |35.0        
|22           |126.0        |9            |10.0         |10.0         |35.0        
|22           |131.0        |13           |10.0         |5.0          |35.0        
|22           |141.0        |13           |0.0          |5.0          |35.0        
|22           |175.482      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
