C201_050_hierarchical
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 700.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 900.507000207901
objective function value: 93677.08464316632
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|1            |0.0          |0            |550.0        |40.0         |50.0        
|1            |10.0         |20           |550.0        |30.0         |50.0        
|1            |100.0        |20           |540.0        |30.0         |50.0        
|1            |102.828      |22           |540.0        |28.0         |52.0        
|1            |192.828      |22           |520.0        |28.0         |52.0        
|1            |197.301      |21           |520.0        |30.0         |56.0        
|1            |287.301      |21           |500.0        |30.0         |56.0        
|1            |295.363      |27           |500.0        |23.0         |52.0        
|1            |385.363      |27           |490.0        |23.0         |52.0        
|1            |388.968      |29           |490.0        |20.0         |50.0        
|1            |478.968      |29           |480.0        |20.0         |50.0        
|1            |487.913      |6            |480.0        |16.0         |42.0        
|1            |577.913      |6            |460.0        |16.0         |42.0        
|1            |584.237      |32           |460.0        |10.0         |40.0        
|1            |674.237      |32           |430.0        |10.0         |40.0        
|1            |676.237      |33           |430.0        |8.0          |40.0        
|1            |766.237      |33           |390.0        |8.0          |40.0        
|1            |1464.615     |31           |390.0        |10.0         |35.0        
|1            |1554.615     |31           |370.0        |10.0         |35.0        
|1            |1559.615     |35           |370.0        |5.0          |35.0        
|1            |1649.615     |35           |360.0        |5.0          |35.0        
|1            |1655.446     |37           |360.0        |2.0          |40.0        
|1            |1745.446     |37           |340.0        |2.0          |40.0        
|1            |1747.446     |38           |340.0        |0.0          |40.0        
|1            |1837.446     |38           |310.0        |0.0          |40.0        
|1            |1842.446     |39           |310.0        |0.0          |45.0        
|1            |1932.446     |39           |290.0        |0.0          |45.0        
|1            |1937.446     |36           |290.0        |5.0          |45.0        
|1            |2027.446     |36           |280.0        |5.0          |45.0        
|1            |2030.446     |34           |280.0        |8.0          |45.0        
|1            |2120.446     |34           |260.0        |8.0          |45.0        
|1            |2131.216     |28           |260.0        |4.0          |55.0        
|1            |2221.216     |28           |240.0        |4.0          |55.0        
|1            |2229.279     |26           |240.0        |8.0          |62.0        
|1            |2319.279     |26           |230.0        |8.0          |62.0        
|1            |2326.49      |23           |230.0        |14.0         |66.0        
|1            |2416.49      |23           |220.0        |14.0         |66.0        
|1            |2426.339     |17           |220.0        |18.0         |75.0        
|1            |2516.339     |17           |200.0        |18.0         |75.0        
|1            |2519.339     |18           |200.0        |15.0         |75.0        
|1            |2609.339     |18           |180.0        |15.0         |75.0        
|1            |2614.339     |19           |180.0        |15.0         |80.0        
|1            |2704.339     |19           |170.0        |15.0         |80.0        
|1            |2711.41      |16           |170.0        |20.0         |85.0        
|1            |2801.41      |16           |130.0        |20.0         |85.0        
|1            |2803.41      |14           |130.0        |22.0         |85.0        
|1            |2893.41      |14           |120.0        |22.0         |85.0        
|1            |2896.41      |12           |120.0        |25.0         |85.0        
|1            |2986.41      |12           |100.0        |25.0         |85.0        
|1            |2993.481     |15           |100.0        |20.0         |80.0        
|1            |3083.481     |15           |60.0         |20.0         |80.0        
|1            |3088.866     |13           |60.0         |22.0         |75.0        
|1            |3178.866     |13           |30.0         |22.0         |75.0        
|1            |3186.676     |9            |30.0         |28.0         |70.0        
|1            |3276.676     |9            |20.0         |28.0         |70.0        
|1            |3288.338     |8            |20.0         |34.0         |60.0        
|1            |3378.338     |8            |0.0          |34.0         |60.0        
|1            |3390.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|19           |0.0          |0            |310.0        |40.0         |50.0        
|19           |29.069       |3            |310.0        |62.0         |69.0        
|19           |119.069      |3            |300.0        |62.0         |69.0        
|19           |122.674      |4            |300.0        |60.0         |66.0        
|19           |212.674      |4            |290.0        |60.0         |66.0        
|19           |217.147      |7            |290.0        |58.0         |70.0        
|19           |307.147      |7            |270.0        |58.0         |70.0        
|19           |314.957      |1            |270.0        |52.0         |75.0        
|19           |404.957      |1            |260.0        |52.0         |75.0        
|19           |413.559      |2            |260.0        |45.0         |70.0        
|19           |503.559      |2            |230.0        |45.0         |70.0        
|19           |1719.419     |5            |230.0        |42.0         |65.0        
|19           |1809.419     |5            |220.0        |42.0         |65.0        
|19           |1816.49      |10           |220.0        |35.0         |66.0        
|19           |1906.49      |10           |210.0        |35.0         |66.0        
|19           |1909.49      |11           |210.0        |35.0         |69.0        
