R101_025_blended_w0.1_0.9
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 900.795000076294
objective function value: 80071.93708125898
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|2            |0.0          |0            |35.0         |35.0         |35.0        
|2            |23.858       |3            |35.0         |55.0         |45.0        
|2            |33.858       |3            |22.0         |55.0         |45.0        
|2            |48.0         |24           |22.0         |65.0         |35.0        
|2            |58.0         |24           |19.0         |65.0         |35.0        
|2            |73.0         |12           |19.0         |50.0         |35.0        
|2            |83.0         |12           |0.0          |50.0         |35.0        
|2            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|3            |0.0          |0            |85.0         |35.0         |35.0        
|3            |21.213       |7            |85.0         |20.0         |50.0        
|3            |31.213       |7            |80.0         |20.0         |50.0        
|3            |42.394       |19           |80.0         |15.0         |60.0        
|3            |52.394       |19           |63.0         |15.0         |60.0        
|3            |55.337       |11           |63.0         |20.0         |65.0        
|3            |65.337       |11           |51.0         |20.0         |65.0        
|3            |72.39        |10           |51.0         |30.0         |60.0        
|3            |82.39        |10           |35.0         |30.0         |60.0        
|3            |94.074       |20           |35.0         |45.0         |65.0        
|3            |104.074      |20           |26.0         |45.0         |65.0        
|3            |111.127      |9            |26.0         |55.0         |60.0        
|3            |121.127      |9            |10.0         |55.0         |60.0        
|3            |134.804      |1            |10.0         |41.0         |49.0        
|3            |144.804      |1            |0.0          |41.0         |49.0        
|3            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|4            |0.0          |0            |38.0         |35.0         |35.0        
|4            |18.0         |2            |38.0         |35.0         |17.0        
|4            |28.0         |2            |31.0         |35.0         |17.0        
|4            |41.0         |15           |31.0         |30.0         |5.0         
|4            |51.0         |15           |23.0         |30.0         |5.0         
|4            |71.0         |13           |23.0         |30.0         |25.0        
|4            |81.0         |13           |0.0          |30.0         |25.0        
|4            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|12           |0.0          |0            |39.0         |35.0         |35.0        
|12           |32.016       |14           |39.0         |15.0         |10.0        
|12           |42.016       |14           |19.0         |15.0         |10.0        
|12           |53.196       |16           |19.0         |10.0         |20.0        
|12           |63.196       |16           |0.0          |10.0         |20.0        
|12           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|20           |0.0          |0            |83.0         |35.0         |35.0        
|20           |18.028       |21           |83.0         |45.0         |20.0        
|20           |28.028       |21           |72.0         |45.0         |20.0        
|20           |38.028       |22           |72.0         |45.0         |10.0        
|20           |48.028       |22           |54.0         |45.0         |10.0        
|20           |59.208       |23           |54.0         |55.0         |5.0         
|20           |69.208       |23           |25.0         |55.0         |5.0         
|20           |87.236       |25           |25.0         |65.0         |20.0        
|20           |97.236       |25           |19.0         |65.0         |20.0        
|20           |107.236      |4            |19.0         |55.0         |20.0        
|20           |117.236      |4            |0.0          |55.0         |20.0        
|20           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|22           |0.0          |0            |52.0         |35.0         |35.0        
|22           |11.18        |6            |52.0         |25.0         |30.0        
|22           |21.18        |6            |49.0         |25.0         |30.0        
|22           |31.18        |5            |49.0         |15.0         |30.0        
|22           |41.18        |5            |23.0         |15.0         |30.0        
|22           |51.18        |17           |23.0         |5.0          |30.0        
|22           |61.18        |17           |21.0         |5.0          |30.0        
|22           |75.109       |8            |21.0         |10.0         |43.0        
|22           |85.109       |8            |12.0         |10.0         |43.0        
|22           |97.0         |18           |12.0         |20.0         |40.0        
|22           |107.0        |18           |0.0          |20.0         |40.0        
|22           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
