C101_025_blended_w0.9_0.09999999999999998
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 901.396999835968
objective function value: 89937.95205449247
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|5            |0.0          |0            |190.0        |40.0         |50.0        
|5            |30.806       |13           |190.0        |22.0         |75.0        
|5            |120.806      |13           |160.0        |22.0         |75.0        
|5            |124.806      |17           |160.0        |18.0         |75.0        
|5            |214.806      |17           |140.0        |18.0         |75.0        
|5            |217.806      |18           |140.0        |15.0         |75.0        
|5            |307.806      |18           |120.0        |15.0         |75.0        
|5            |312.806      |19           |120.0        |15.0         |80.0        
|5            |402.806      |19           |110.0        |15.0         |80.0        
|5            |407.806      |15           |110.0        |20.0         |80.0        
|5            |497.806      |15           |70.0         |20.0         |80.0        
|5            |502.806      |16           |70.0         |20.0         |85.0        
|5            |592.806      |16           |30.0         |20.0         |85.0        
|5            |620.0        |14           |30.0         |22.0         |85.0        
|5            |710.0        |14           |20.0         |22.0         |85.0        
|5            |713.0        |12           |20.0         |25.0         |85.0        
|5            |803.0        |12           |0.0          |25.0         |85.0        
|5            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|7            |0.0          |0            |110.0        |40.0         |50.0        
|7            |10.0         |20           |110.0        |30.0         |50.0        
|7            |100.0        |20           |100.0        |30.0         |50.0        
|7            |132.0        |24           |100.0        |25.0         |50.0        
|7            |222.0        |24           |90.0         |25.0         |50.0        
|7            |224.0        |25           |90.0         |25.0         |52.0        
|7            |314.0        |25           |50.0         |25.0         |52.0        
|7            |318.243      |23           |50.0         |28.0         |55.0        
|7            |408.243      |23           |40.0         |28.0         |55.0        
|7            |411.243      |22           |40.0         |28.0         |52.0        
|7            |501.243      |22           |20.0         |28.0         |52.0        
|7            |503.243      |21           |20.0         |30.0         |52.0        
|7            |593.243      |21           |0.0          |30.0         |52.0        
|7            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|19           |0.0          |0            |160.0        |40.0         |50.0        
|19           |15.133       |5            |160.0        |42.0         |65.0        
|19           |105.133      |5            |150.0        |42.0         |65.0        
|19           |106.133      |3            |150.0        |42.0         |66.0        
|19           |196.133      |3            |140.0        |42.0         |66.0        
|19           |198.133      |7            |140.0        |40.0         |66.0        
|19           |288.133      |7            |120.0        |40.0         |66.0        
|19           |290.961      |8            |120.0        |38.0         |68.0        
|19           |380.961      |8            |100.0        |38.0         |68.0        
|19           |384.567      |10           |100.0        |35.0         |66.0        
|19           |474.567      |10           |90.0         |35.0         |66.0        
|19           |477.567      |11           |90.0         |35.0         |69.0        
|19           |567.567      |11           |80.0         |35.0         |69.0        
|19           |570.729      |9            |80.0         |38.0         |70.0        
|19           |660.729      |9            |70.0         |38.0         |70.0        
|19           |662.965      |6            |70.0         |40.0         |69.0        
|19           |752.965      |6            |50.0         |40.0         |69.0        
|19           |776.394      |4            |50.0         |42.0         |68.0        
|19           |866.394      |4            |40.0         |42.0         |68.0        
|19           |870.0        |2            |40.0         |45.0         |70.0        
|19           |960.0        |2            |10.0         |45.0         |70.0        
|19           |962.0        |1            |10.0         |45.0         |68.0        
|19           |1052.0       |1            |0.0          |45.0         |68.0        
|19           |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
