C101_050
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1
time per distance: 1
====================================================================================
feasible: True
solver runtime: 139.31199979782104
objective function value: 90270.25556550911
MIP gap: 1.3278453389143699e-05
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |160.0        |40.0         |50.0        
|0            |15.133       |5            |160.0        |42.0         |65.0        
|0            |105.133      |5            |150.0        |42.0         |65.0        
|0            |106.133      |3            |150.0        |42.0         |66.0        
|0            |196.133      |3            |140.0        |42.0         |66.0        
|0            |198.133      |7            |140.0        |40.0         |66.0        
|0            |288.133      |7            |120.0        |40.0         |66.0        
|0            |290.961      |8            |120.0        |38.0         |68.0        
|0            |380.961      |8            |100.0        |38.0         |68.0        
|0            |384.567      |10           |100.0        |35.0         |66.0        
|0            |474.567      |10           |90.0         |35.0         |66.0        
|0            |477.567      |11           |90.0         |35.0         |69.0        
|0            |567.567      |11           |80.0         |35.0         |69.0        
|0            |570.729      |9            |80.0         |38.0         |70.0        
|0            |660.729      |9            |70.0         |38.0         |70.0        
|0            |662.965      |6            |70.0         |40.0         |69.0        
|0            |752.965      |6            |50.0         |40.0         |69.0        
|0            |755.201      |4            |50.0         |42.0         |68.0        
|0            |845.201      |4            |40.0         |42.0         |68.0        
|0            |848.807      |2            |40.0         |45.0         |70.0        
|0            |938.807      |2            |10.0         |45.0         |70.0        
|0            |940.807      |1            |10.0         |45.0         |68.0        
|0            |1030.807     |1            |0.0          |45.0         |68.0        
|0            |1049.488     |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|2            |0.0          |0            |140.0        |40.0         |50.0        
|2            |16.553       |43           |140.0        |33.0         |35.0        
|2            |106.553      |43           |130.0        |33.0         |35.0        
|2            |109.553      |42           |130.0        |33.0         |32.0        
|2            |199.553      |42           |110.0        |33.0         |32.0        
|2            |201.553      |41           |110.0        |35.0         |32.0        
|2            |291.553      |41           |100.0        |35.0         |32.0        
|2            |293.553      |40           |100.0        |35.0         |30.0        
|2            |383.553      |40           |90.0         |35.0         |30.0        
|2            |386.553      |44           |90.0         |32.0         |30.0        
|2            |476.553      |44           |80.0         |32.0         |30.0        
|2            |479.381      |46           |80.0         |30.0         |32.0        
|2            |569.381      |46           |50.0         |30.0         |32.0        
|2            |571.381      |45           |50.0         |30.0         |30.0        
|2            |661.381      |45           |40.0         |30.0         |30.0        
|2            |663.381      |48           |40.0         |28.0         |30.0        
|2            |753.381      |48           |30.0         |28.0         |30.0        
|2            |815.0        |50           |30.0         |26.0         |32.0        
|2            |905.0        |50           |20.0         |26.0         |32.0        
|2            |1001.0       |49           |20.0         |28.0         |35.0        
|2            |1091.0       |49           |10.0         |28.0         |35.0        
|2            |1093.0       |47           |10.0         |30.0         |35.0        
|2            |1183.0       |47           |0.0          |30.0         |35.0        
|2            |1201.028     |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|4            |0.0          |0            |200.0        |40.0         |50.0        
|4            |31.623       |32           |200.0        |10.0         |40.0        
|4            |121.623      |32           |170.0        |10.0         |40.0        
|4            |123.623      |33           |170.0        |8.0          |40.0        
|4            |213.623      |33           |130.0        |8.0          |40.0        
|4            |219.008      |31           |130.0        |10.0         |35.0        
|4            |309.008      |31           |110.0        |10.0         |35.0        
|4            |314.008      |35           |110.0        |5.0          |35.0        
|4            |404.008      |35           |100.0        |5.0          |35.0        
|4            |409.839      |37           |100.0        |2.0          |40.0        
|4            |499.839      |37           |80.0         |2.0          |40.0        
|4            |501.839      |38           |80.0         |0.0          |40.0        
|4            |591.839      |38           |50.0         |0.0          |40.0        
|4            |596.839      |39           |50.0         |0.0          |45.0        
|4            |686.839      |39           |30.0         |0.0          |45.0        
|4            |691.839      |36           |30.0         |5.0          |45.0        
|4            |781.839      |36           |20.0         |5.0          |45.0        
|4            |784.839      |34           |20.0         |8.0          |45.0        
|4            |874.839      |34           |0.0          |8.0          |45.0        
|4            |907.227      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|9            |0.0          |0            |190.0        |40.0         |50.0        
|9            |30.806       |13           |190.0        |22.0         |75.0        
|9            |120.806      |13           |160.0        |22.0         |75.0        
|9            |124.806      |17           |160.0        |18.0         |75.0        
|9            |214.806      |17           |140.0        |18.0         |75.0        
|9            |217.806      |18           |140.0        |15.0         |75.0        
|9            |307.806      |18           |120.0        |15.0         |75.0        
|9            |312.806      |19           |120.0        |15.0         |80.0        
|9            |402.806      |19           |110.0        |15.0         |80.0        
|9            |407.806      |15           |110.0        |20.0         |80.0        
|9            |497.806      |15           |70.0         |20.0         |80.0        
|9            |502.806      |16           |70.0         |20.0         |85.0        
|9            |592.806      |16           |30.0         |20.0         |85.0        
|9            |594.806      |14           |30.0         |22.0         |85.0        
|9            |684.806      |14           |20.0         |22.0         |85.0        
|9            |687.806      |12           |20.0         |25.0         |85.0        
|9            |777.806      |12           |0.0          |25.0         |85.0        
|9            |815.885      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|15           |0.0          |0            |170.0        |40.0         |50.0        
|15           |10.0         |20           |170.0        |30.0         |50.0        
|15           |100.0        |20           |160.0        |30.0         |50.0        
|15           |105.0        |24           |160.0        |25.0         |50.0        
|15           |195.0        |24           |150.0        |25.0         |50.0        
|15           |197.0        |25           |150.0        |25.0         |52.0        
|15           |287.0        |25           |110.0        |25.0         |52.0        
|15           |289.0        |27           |110.0        |23.0         |52.0        
|15           |379.0        |27           |100.0        |23.0         |52.0        
|15           |382.606      |29           |100.0        |20.0         |50.0        
|15           |472.606      |29           |90.0         |20.0         |50.0        
|15           |477.606      |30           |90.0         |20.0         |55.0        
|15           |567.606      |30           |80.0         |20.0         |55.0        
|15           |570.606      |28           |80.0         |23.0         |55.0        
|15           |660.606      |28           |60.0         |23.0         |55.0        
|15           |662.606      |26           |60.0         |25.0         |55.0        
|15           |752.606      |26           |50.0         |25.0         |55.0        
|15           |755.606      |23           |50.0         |28.0         |55.0        
|15           |845.606      |23           |40.0         |28.0         |55.0        
|15           |848.606      |22           |40.0         |28.0         |52.0        
|15           |938.606      |22           |20.0         |28.0         |52.0        
|15           |940.606      |21           |20.0         |30.0         |52.0        
|15           |1030.606     |21           |0.0          |30.0         |52.0        
|15           |1040.804     |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
