C101_050_blended_w0.2_0.8
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 901.6440000534058
objective function value: 92591.71308541838
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|5            |0.0          |0            |170.0        |40.0         |50.0        
|5            |10.0         |20           |170.0        |30.0         |50.0        
|5            |100.0        |20           |160.0        |30.0         |50.0        
|5            |127.731      |17           |160.0        |18.0         |75.0        
|5            |217.731      |17           |140.0        |18.0         |75.0        
|5            |220.731      |18           |140.0        |15.0         |75.0        
|5            |310.731      |18           |120.0        |15.0         |75.0        
|5            |315.731      |19           |120.0        |15.0         |80.0        
|5            |405.731      |19           |110.0        |15.0         |80.0        
|5            |410.731      |15           |110.0        |20.0         |80.0        
|5            |500.731      |15           |70.0         |20.0         |80.0        
|5            |505.731      |16           |70.0         |20.0         |85.0        
|5            |595.731      |16           |30.0         |20.0         |85.0        
|5            |620.0        |14           |30.0         |22.0         |85.0        
|5            |710.0        |14           |20.0         |22.0         |85.0        
|5            |721.0        |12           |20.0         |25.0         |85.0        
|5            |811.0        |12           |0.0          |25.0         |85.0        
|5            |849.079      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|6            |0.0          |0            |120.0        |40.0         |50.0        
|6            |16.763       |10           |120.0        |35.0         |66.0        
|6            |106.763      |10           |110.0        |35.0         |66.0        
|6            |109.763      |11           |110.0        |35.0         |69.0        
|6            |199.763      |11           |100.0        |35.0         |69.0        
|6            |202.925      |9            |100.0        |38.0         |70.0        
|6            |292.925      |9            |90.0         |38.0         |70.0        
|6            |294.925      |8            |90.0         |38.0         |68.0        
|6            |384.925      |8            |70.0         |38.0         |68.0        
|6            |387.161      |6            |70.0         |40.0         |69.0        
|6            |477.161      |6            |50.0         |40.0         |69.0        
|6            |479.397      |4            |50.0         |42.0         |68.0        
|6            |569.397      |4            |40.0         |42.0         |68.0        
|6            |573.003      |2            |40.0         |45.0         |70.0        
|6            |663.003      |2            |10.0         |45.0         |70.0        
|6            |665.003      |1            |10.0         |45.0         |68.0        
|6            |755.003      |1            |0.0          |45.0         |68.0        
|6            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|7            |0.0          |0            |120.0        |40.0         |50.0        
|7            |31.623       |32           |120.0        |10.0         |40.0        
|7            |121.623      |32           |90.0         |10.0         |40.0        
|7            |123.623      |33           |90.0         |8.0          |40.0        
|7            |213.623      |33           |50.0         |8.0          |40.0        
|7            |237.0        |31           |50.0         |10.0         |35.0        
|7            |327.0        |31           |30.0         |10.0         |35.0        
|7            |343.279      |50           |30.0         |26.0         |32.0        
