C101_025
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1
time per distance: 1
====================================================================================
feasible: True
solver runtime: 16.641000032424927
objective function value: 92265.4677713979
MIP gap: 0.0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |160.0        |40.0         |50.0        
|0            |15.133       |5            |160.0        |42.0         |65.0        
|0            |105.133      |5            |150.0        |42.0         |65.0        
|0            |106.133      |3            |150.0        |42.0         |66.0        
|0            |196.133      |3            |140.0        |42.0         |66.0        
|0            |198.133      |7            |140.0        |40.0         |66.0        
|0            |288.133      |7            |120.0        |40.0         |66.0        
|0            |290.961      |8            |120.0        |38.0         |68.0        
|0            |380.961      |8            |100.0        |38.0         |68.0        
|0            |384.567      |10           |100.0        |35.0         |66.0        
|0            |474.567      |10           |90.0         |35.0         |66.0        
|0            |477.567      |11           |90.0         |35.0         |69.0        
|0            |567.567      |11           |80.0         |35.0         |69.0        
|0            |570.729      |9            |80.0         |38.0         |70.0        
|0            |660.729      |9            |70.0         |38.0         |70.0        
|0            |662.965      |6            |70.0         |40.0         |69.0        
|0            |752.965      |6            |50.0         |40.0         |69.0        
|0            |755.201      |4            |50.0         |42.0         |68.0        
|0            |845.201      |4            |40.0         |42.0         |68.0        
|0            |870.0        |2            |40.0         |45.0         |70.0        
|0            |960.0        |2            |10.0         |45.0         |70.0        
|0            |967.0        |1            |10.0         |45.0         |68.0        
|0            |1057.0       |1            |0.0          |45.0         |68.0        
|0            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|21           |0.0          |0            |110.0        |40.0         |50.0        
|21           |10.0         |20           |110.0        |30.0         |50.0        
|21           |100.0        |20           |100.0        |30.0         |50.0        
|21           |105.0        |24           |100.0        |25.0         |50.0        
|21           |195.0        |24           |90.0         |25.0         |50.0        
|21           |197.0        |25           |90.0         |25.0         |52.0        
|21           |287.0        |25           |50.0         |25.0         |52.0        
|21           |732.0        |23           |50.0         |28.0         |55.0        
|21           |822.0        |23           |40.0         |28.0         |55.0        
|21           |825.0        |22           |40.0         |28.0         |52.0        
|21           |915.0        |22           |20.0         |28.0         |52.0        
|21           |917.0        |21           |20.0         |30.0         |52.0        
|21           |1007.0       |21           |0.0          |30.0         |52.0        
|21           |1017.198     |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|23           |0.0          |0            |190.0        |40.0         |50.0        
|23           |30.806       |13           |190.0        |22.0         |75.0        
|23           |120.806      |13           |160.0        |22.0         |75.0        
|23           |124.806      |17           |160.0        |18.0         |75.0        
|23           |214.806      |17           |140.0        |18.0         |75.0        
|23           |217.806      |18           |140.0        |15.0         |75.0        
|23           |307.806      |18           |120.0        |15.0         |75.0        
|23           |312.806      |19           |120.0        |15.0         |80.0        
|23           |402.806      |19           |110.0        |15.0         |80.0        
|23           |407.806      |15           |110.0        |20.0         |80.0        
|23           |497.806      |15           |70.0         |20.0         |80.0        
|23           |502.806      |16           |70.0         |20.0         |85.0        
|23           |592.806      |16           |30.0         |20.0         |85.0        
|23           |594.806      |14           |30.0         |22.0         |85.0        
|23           |684.806      |14           |20.0         |22.0         |85.0        
|23           |687.806      |12           |20.0         |25.0         |85.0        
|23           |777.806      |12           |0.0          |25.0         |85.0        
|23           |815.885      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
