RC101_blended_w0.1_0.9
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 601.0269999504089
objective function value: 78542.78624893518
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|4            |0.0          |0            |50.0         |40.0         |50.0        
|4            |52.0         |12           |50.0         |8.0          |45.0        
|4            |62.0         |12           |30.0         |8.0          |45.0        
|4            |65.0         |14           |30.0         |5.0          |45.0        
|4            |75.0         |14           |20.0         |5.0          |45.0        
|4            |179.0        |17           |20.0         |0.0          |45.0        
|4            |189.0        |17           |0.0          |0.0          |45.0        
|4            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|5            |0.0          |0            |70.0         |40.0         |50.0        
|5            |33.541       |9            |70.0         |10.0         |35.0        
|5            |43.541       |9            |50.0         |10.0         |35.0        
|5            |48.541       |13           |50.0         |5.0          |35.0        
|5            |58.541       |13           |40.0         |5.0          |35.0        
|5            |76.0         |16           |40.0         |0.0          |40.0        
|5            |86.0         |16           |20.0         |0.0          |40.0        
|5            |88.0         |15           |20.0         |2.0          |40.0        
|5            |98.0         |15           |0.0          |2.0          |40.0        
|5            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|9            |0.0          |0            |70.0         |40.0         |50.0        
|9            |33.526       |11           |70.0         |8.0          |40.0        
|9            |43.526       |11           |30.0         |8.0          |40.0        
|9            |45.526       |10           |30.0         |10.0         |40.0        
|9            |55.526       |10           |0.0          |10.0         |40.0        
|9            |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|12           |0.0          |0            |180.0        |40.0         |50.0        
|12           |35.057       |20           |180.0        |42.0         |15.0        
|12           |45.057       |20           |170.0        |42.0         |15.0        
|12           |41.106       |24           |170.0        |38.0         |15.0        
|12           |51.106       |24           |160.0        |38.0         |15.0        
|12           |62.084       |22           |160.0        |40.0         |15.0        
|12           |72.084       |22           |120.0        |40.0         |15.0        
|12           |69.518       |19           |120.0        |42.0         |10.0        
|12           |79.518       |19           |80.0         |42.0         |10.0        
|12           |76.951       |18           |80.0         |44.0         |5.0         
|12           |86.951       |18           |60.0         |44.0         |5.0         
|12           |83.0         |21           |60.0         |40.0         |5.0         
|12           |93.0         |21           |50.0         |40.0         |5.0         
|12           |95.0         |23           |50.0         |38.0         |5.0         
|12           |105.0        |23           |20.0         |38.0         |5.0         
|12           |108.0        |25           |20.0         |35.0         |5.0         
|12           |118.0        |25           |0.0          |35.0         |5.0         
|12           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|21           |0.0          |0            |170.0        |40.0         |50.0        
|21           |30.806       |2            |170.0        |22.0         |75.0        
|21           |40.806       |2            |140.0        |22.0         |75.0        
|21           |36.854       |6            |140.0        |18.0         |75.0        
|21           |46.854       |6            |120.0        |18.0         |75.0        
|21           |41.903       |7            |120.0        |15.0         |75.0        
|21           |51.903       |7            |100.0        |15.0         |75.0        
|21           |48.951       |8            |100.0        |15.0         |80.0        
|21           |58.951       |8            |90.0         |15.0         |80.0        
|21           |56.0         |4            |90.0         |20.0         |80.0        
|21           |66.0         |4            |50.0         |20.0         |80.0        
|21           |71.0         |5            |50.0         |20.0         |85.0        
|21           |81.0         |5            |30.0         |20.0         |85.0        
|21           |86.0         |1            |30.0         |25.0         |85.0        
|21           |96.0         |1            |10.0         |25.0         |85.0        
|21           |99.0         |3            |10.0         |22.0         |85.0        
|21           |109.0        |3            |0.0          |22.0         |85.0        
|21           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
