RC101_blended_w1.0_0.0
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 30.098999977111816
objective function value: 92494.89116703637
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |180.0        |40.0         |50.0        
|0            |40.05        |19           |180.0        |42.0         |10.0        
|0            |50.05        |19           |140.0        |42.0         |10.0        
|0            |55.435       |18           |140.0        |44.0         |5.0         
|0            |65.435       |18           |120.0        |44.0         |5.0         
|0            |69.435       |21           |120.0        |40.0         |5.0         
|0            |79.435       |21           |110.0        |40.0         |5.0         
|0            |81.435       |23           |110.0        |38.0         |5.0         
|0            |91.435       |23           |80.0         |38.0         |5.0         
|0            |94.435       |25           |80.0         |35.0         |5.0         
|0            |104.435      |25           |60.0         |35.0         |5.0         
|0            |114.875      |24           |60.0         |38.0         |15.0        
|0            |124.875      |24           |50.0         |38.0         |15.0        
|0            |128.875      |20           |50.0         |42.0         |15.0        
|0            |138.875      |20           |40.0         |42.0         |15.0        
|0            |140.875      |22           |40.0         |40.0         |15.0        
|0            |150.875      |22           |0.0          |40.0         |15.0        
|0            |185.875      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|10           |0.0          |0            |70.0         |40.0         |50.0        
|10           |31.623       |10           |70.0         |10.0         |40.0        
|10           |41.623       |10           |40.0         |10.0         |40.0        
|10           |48.694       |14           |40.0         |5.0          |45.0        
|10           |58.694       |14           |30.0         |5.0          |45.0        
|10           |61.694       |12           |30.0         |8.0          |45.0        
|10           |71.694       |12           |10.0         |8.0          |45.0        
|10           |82.134       |13           |10.0         |5.0          |35.0        
|10           |92.134       |13           |0.0          |5.0          |35.0        
|10           |130.213      |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|16           |0.0          |0            |170.0        |40.0         |50.0        
|16           |38.079       |1            |170.0        |25.0         |85.0        
|16           |48.079       |1            |150.0        |25.0         |85.0        
|16           |53.079       |5            |150.0        |20.0         |85.0        
|16           |63.079       |5            |130.0        |20.0         |85.0        
|16           |65.079       |3            |130.0        |22.0         |85.0        
|16           |75.079       |3            |120.0        |22.0         |85.0        
|16           |120.73       |17           |120.0        |0.0          |45.0        
|16           |130.73       |17           |100.0        |0.0          |45.0        
|16           |135.73       |16           |100.0        |0.0          |40.0        
|16           |145.73       |16           |80.0         |0.0          |40.0        
|16           |147.73       |15           |80.0         |2.0          |40.0        
|16           |157.73       |15           |60.0         |2.0          |40.0        
|16           |181.074      |11           |60.0         |8.0          |40.0        
|16           |191.074      |11           |20.0         |8.0          |40.0        
|16           |196.459      |9            |20.0         |10.0         |35.0        
|16           |206.459      |9            |0.0          |10.0         |35.0        
|16           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|19           |0.0          |0            |120.0        |40.0         |50.0        
|19           |30.806       |2            |120.0        |22.0         |75.0        
|19           |40.806       |2            |90.0         |22.0         |75.0        
|19           |46.191       |4            |90.0         |20.0         |80.0        
|19           |56.191       |4            |50.0         |20.0         |80.0        
|19           |61.191       |8            |50.0         |15.0         |80.0        
|19           |71.191       |8            |40.0         |15.0         |80.0        
|19           |183.698      |7            |40.0         |15.0         |75.0        
|19           |193.698      |7            |20.0         |15.0         |75.0        
|19           |196.698      |6            |20.0         |18.0         |75.0        
|19           |206.698      |6            |0.0          |18.0         |75.0        
|19           |240.0        |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
