R101_025_blended_w0.3_0.7
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 901.1170001029968
objective function value: 80023.31001736042
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|7            |0.0          |0            |50.0         |35.0         |35.0        
|7            |11.18        |6            |50.0         |25.0         |30.0        
|7            |21.18        |6            |47.0         |25.0         |30.0        
|7            |31.18        |5            |47.0         |15.0         |30.0        
|7            |41.18        |5            |21.0         |15.0         |30.0        
|7            |52.411       |8            |21.0         |10.0         |43.0        
|7            |62.411       |8            |12.0         |10.0         |43.0        
|7            |70.154       |18           |12.0         |20.0         |40.0        
|7            |80.154       |18           |0.0          |20.0         |40.0        
|7            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|14           |0.0          |0            |98.0         |35.0         |35.0        
|14           |21.213       |7            |98.0         |20.0         |50.0        
|14           |31.213       |7            |93.0         |20.0         |50.0        
|14           |36.999       |19           |93.0         |15.0         |60.0        
|14           |46.999       |19           |76.0         |15.0         |60.0        
|14           |48.675       |11           |76.0         |20.0         |65.0        
|14           |58.675       |11           |64.0         |20.0         |65.0        
|14           |64.461       |10           |64.0         |30.0         |60.0        
|14           |74.461       |10           |48.0         |30.0         |60.0        
|14           |87.575       |20           |48.0         |45.0         |65.0        
|14           |97.575       |20           |39.0         |45.0         |65.0        
|14           |104.878      |9            |39.0         |55.0         |60.0        
|14           |114.878      |9            |23.0         |55.0         |60.0        
|14           |126.0        |3            |23.0         |55.0         |45.0        
|14           |136.0        |3            |10.0         |55.0         |45.0        
|14           |150.56       |1            |10.0         |41.0         |49.0        
|14           |160.56       |1            |0.0          |41.0         |49.0        
|14           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|15           |0.0          |0            |64.0         |35.0         |35.0        
|15           |11.18        |13           |64.0         |30.0         |25.0        
|15           |21.18        |13           |41.0         |30.0         |25.0        
|15           |42.393       |14           |41.0         |15.0         |10.0        
|15           |52.393       |14           |21.0         |15.0         |10.0        
|15           |60.483       |16           |21.0         |10.0         |20.0        
|15           |70.483       |16           |2.0          |10.0         |20.0        
|15           |75.875       |17           |2.0          |5.0          |30.0        
|15           |85.875       |17           |0.0          |5.0          |30.0        
|15           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|17           |0.0          |0            |15.0         |35.0         |35.0        
|17           |18.0         |2            |15.0         |35.0         |17.0        
|17           |28.0         |2            |8.0          |35.0         |17.0        
|17           |71.0         |15           |8.0          |30.0         |5.0         
|17           |81.0         |15           |0.0          |30.0         |5.0         
|17           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|20           |0.0          |0            |105.0        |35.0         |35.0        
|20           |15.0         |12           |105.0        |50.0         |35.0        
|20           |25.0         |12           |86.0         |50.0         |35.0        
|20           |36.934       |21           |86.0         |45.0         |20.0        
|20           |46.934       |21           |75.0         |45.0         |20.0        
|20           |56.54        |22           |75.0         |45.0         |10.0        
|20           |66.54        |22           |57.0         |45.0         |10.0        
|20           |77.721       |23           |57.0         |55.0         |5.0         
|20           |87.721       |23           |28.0         |55.0         |5.0         
|20           |102.721      |4            |28.0         |55.0         |20.0        
|20           |112.721      |4            |9.0          |55.0         |20.0        
|20           |122.721      |25           |9.0          |65.0         |20.0        
|20           |132.721      |25           |3.0          |65.0         |20.0        
|20           |147.721      |24           |3.0          |65.0         |35.0        
|20           |157.721      |24           |0.0          |65.0         |35.0        
|20           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
