C101_025_blended_w0.4_0.6
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 900.970999956131
objective function value: 68587.80394813295
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |190.0        |40.0         |50.0        
|0            |30.806       |13           |190.0        |22.0         |75.0        
|0            |120.806      |13           |160.0        |22.0         |75.0        
|0            |124.806      |17           |160.0        |18.0         |75.0        
|0            |214.806      |17           |140.0        |18.0         |75.0        
|0            |217.806      |18           |140.0        |15.0         |75.0        
|0            |307.806      |18           |120.0        |15.0         |75.0        
|0            |334.0        |19           |120.0        |15.0         |80.0        
|0            |424.0        |19           |110.0        |15.0         |80.0        
|0            |429.0        |15           |110.0        |20.0         |80.0        
|0            |519.0        |15           |70.0         |20.0         |80.0        
|0            |528.0        |16           |70.0         |20.0         |85.0        
|0            |618.0        |16           |30.0         |20.0         |85.0        
|0            |620.0        |14           |30.0         |22.0         |85.0        
|0            |710.0        |14           |20.0         |22.0         |85.0        
|0            |721.0        |12           |20.0         |25.0         |85.0        
|0            |811.0        |12           |0.0          |25.0         |85.0        
|0            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|1            |0.0          |0            |110.0        |40.0         |50.0        
|1            |10.0         |20           |110.0        |30.0         |50.0        
|1            |100.0        |20           |100.0        |30.0         |50.0        
|1            |105.0        |24           |100.0        |25.0         |50.0        
|1            |195.0        |24           |90.0         |25.0         |50.0        
|1            |197.0        |25           |90.0         |25.0         |52.0        
|1            |287.0        |25           |50.0         |25.0         |52.0        
|1            |291.243      |23           |50.0         |28.0         |55.0        
|1            |381.243      |23           |40.0         |28.0         |55.0        
|1            |384.243      |22           |40.0         |28.0         |52.0        
|1            |474.243      |22           |20.0         |28.0         |52.0        
|1            |965.0        |21           |20.0         |30.0         |52.0        
|1            |1055.0       |21           |0.0          |30.0         |52.0        
|1            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|4            |0.0          |0            |160.0        |40.0         |50.0        
|4            |15.133       |5            |160.0        |42.0         |65.0        
|4            |105.133      |5            |150.0        |42.0         |65.0        
|4            |106.133      |3            |150.0        |42.0         |66.0        
|4            |196.133      |3            |140.0        |42.0         |66.0        
|4            |198.133      |7            |140.0        |40.0         |66.0        
|4            |288.133      |7            |120.0        |40.0         |66.0        
|4            |290.961      |8            |120.0        |38.0         |68.0        
|4            |380.961      |8            |100.0        |38.0         |68.0        
|4            |384.567      |10           |100.0        |35.0         |66.0        
|4            |474.567      |10           |90.0         |35.0         |66.0        
|4            |477.567      |11           |90.0         |35.0         |69.0        
|4            |567.567      |11           |80.0         |35.0         |69.0        
|4            |570.729      |9            |80.0         |38.0         |70.0        
|4            |660.729      |9            |70.0         |38.0         |70.0        
|4            |662.965      |6            |70.0         |40.0         |69.0        
|4            |752.965      |6            |50.0         |40.0         |69.0        
|4            |755.201      |4            |50.0         |42.0         |68.0        
|4            |845.201      |4            |40.0         |42.0         |68.0        
|4            |848.807      |2            |40.0         |45.0         |70.0        
|4            |938.807      |2            |10.0         |45.0         |70.0        
|4            |940.807      |1            |10.0         |45.0         |68.0        
|4            |1030.807     |1            |0.0          |45.0         |68.0        
|4            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
