C201_050_blended_w0.5_0.5
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 700.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 900.4400000572205
objective function value: 72668.51623347173
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|2            |0.0          |0            |290.0        |40.0         |50.0        
|2            |25.612       |4            |290.0        |60.0         |66.0        
|2            |115.612      |4            |280.0        |60.0         |66.0        
|2            |119.218      |3            |280.0        |62.0         |69.0        
|2            |209.218      |3            |270.0        |62.0         |69.0        
|2            |213.341      |7            |270.0        |58.0         |70.0        
|2            |303.341      |7            |250.0        |58.0         |70.0        
|2            |311.151      |1            |250.0        |52.0         |75.0        
|2            |401.151      |1            |240.0        |52.0         |75.0        
|2            |429.944      |12           |240.0        |25.0         |85.0        
|2            |519.944      |12           |220.0        |25.0         |85.0        
|2            |522.944      |14           |220.0        |22.0         |85.0        
|2            |612.944      |14           |210.0        |22.0         |85.0        
|2            |614.944      |16           |210.0        |20.0         |85.0        
|2            |704.944      |16           |170.0        |20.0         |85.0        
|2            |709.944      |15           |170.0        |20.0         |80.0        
|2            |799.944      |15           |130.0        |20.0         |80.0        
|2            |804.944      |19           |130.0        |15.0         |80.0        
|2            |894.944      |19           |120.0        |15.0         |80.0        
|2            |899.944      |18           |120.0        |15.0         |75.0        
|2            |989.944      |18           |100.0        |15.0         |75.0        
|2            |992.944      |17           |100.0        |18.0         |75.0        
|2            |1082.944     |17           |80.0         |18.0         |75.0        
|2            |1086.944     |13           |80.0         |22.0         |75.0        
|2            |1176.944     |13           |50.0         |22.0         |75.0        
|2            |1184.754     |9            |50.0         |28.0         |70.0        
|2            |1274.754     |9            |40.0         |28.0         |70.0        
|2            |2786.184     |11           |40.0         |35.0         |69.0        
|2            |2876.184     |11           |30.0         |35.0         |69.0        
|2            |2879.184     |10           |30.0         |35.0         |66.0        
|2            |2969.184     |10           |20.0         |35.0         |66.0        
|2            |2975.267     |8            |20.0         |34.0         |60.0        
|2            |3065.267     |8            |0.0          |34.0         |60.0        
|2            |3390.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|3            |0.0          |0            |300.0        |40.0         |50.0        
|3            |10.77        |48           |300.0        |36.0         |40.0        
|3            |100.77       |48           |290.0        |36.0         |40.0        
|3            |109.314      |42           |290.0        |33.0         |32.0        
|3            |199.314      |42           |270.0        |33.0         |32.0        
|3            |201.314      |41           |270.0        |35.0         |32.0        
|3            |291.314      |41           |260.0        |35.0         |32.0        
|3            |309.006      |49           |260.0        |48.0         |20.0        
|3            |399.006      |49           |250.0        |48.0         |20.0        
|3            |411.172      |40           |250.0        |36.0         |18.0        
|3            |501.172      |40           |240.0        |36.0         |18.0        
|3            |505.644      |44           |240.0        |32.0         |20.0        
|3            |595.644      |44           |230.0        |32.0         |20.0        
