C101_025_blended_w0.1_0.9
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 900.9629998207092
objective function value: 91192.50288175208
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|11           |0.0          |0            |110.0        |40.0         |50.0        
|11           |10.0         |20           |110.0        |30.0         |50.0        
|11           |100.0        |20           |100.0        |30.0         |50.0        
|11           |105.0        |24           |100.0        |25.0         |50.0        
|11           |195.0        |24           |90.0         |25.0         |50.0        
|11           |197.0        |25           |90.0         |25.0         |52.0        
|11           |287.0        |25           |50.0         |25.0         |52.0        
|11           |291.243      |23           |50.0         |28.0         |55.0        
|11           |381.243      |23           |40.0         |28.0         |55.0        
|11           |384.243      |22           |40.0         |28.0         |52.0        
|11           |474.243      |22           |20.0         |28.0         |52.0        
|11           |476.243      |21           |20.0         |30.0         |52.0        
|11           |566.243      |21           |0.0          |30.0         |52.0        
|11           |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|21           |0.0          |0            |190.0        |40.0         |50.0        
|21           |30.806       |13           |190.0        |22.0         |75.0        
|21           |120.806      |13           |160.0        |22.0         |75.0        
|21           |124.806      |17           |160.0        |18.0         |75.0        
|21           |214.806      |17           |140.0        |18.0         |75.0        
|21           |217.806      |18           |140.0        |15.0         |75.0        
|21           |307.806      |18           |120.0        |15.0         |75.0        
|21           |312.806      |19           |120.0        |15.0         |80.0        
|21           |402.806      |19           |110.0        |15.0         |80.0        
|21           |407.806      |15           |110.0        |20.0         |80.0        
|21           |497.806      |15           |70.0         |20.0         |80.0        
|21           |528.0        |16           |70.0         |20.0         |85.0        
|21           |618.0        |16           |30.0         |20.0         |85.0        
|21           |620.0        |14           |30.0         |22.0         |85.0        
|21           |710.0        |14           |20.0         |22.0         |85.0        
|21           |721.0        |12           |20.0         |25.0         |85.0        
|21           |811.0        |12           |0.0          |25.0         |85.0        
|21           |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|22           |0.0          |0            |160.0        |40.0         |50.0        
|22           |15.133       |5            |160.0        |42.0         |65.0        
|22           |105.133      |5            |150.0        |42.0         |65.0        
|22           |106.133      |3            |150.0        |42.0         |66.0        
|22           |196.133      |3            |140.0        |42.0         |66.0        
|22           |198.133      |7            |140.0        |40.0         |66.0        
|22           |288.133      |7            |120.0        |40.0         |66.0        
|22           |312.154      |8            |120.0        |38.0         |68.0        
|22           |402.154      |8            |100.0        |38.0         |68.0        
|22           |405.76       |10           |100.0        |35.0         |66.0        
|22           |495.76       |10           |90.0         |35.0         |66.0        
|22           |498.76       |11           |90.0         |35.0         |69.0        
|22           |588.76       |11           |80.0         |35.0         |69.0        
|22           |591.922      |9            |80.0         |38.0         |70.0        
|22           |681.922      |9            |70.0         |38.0         |70.0        
|22           |684.158      |6            |70.0         |40.0         |69.0        
|22           |774.158      |6            |50.0         |40.0         |69.0        
|22           |776.394      |4            |50.0         |42.0         |68.0        
|22           |866.394      |4            |40.0         |42.0         |68.0        
|22           |870.0        |2            |40.0         |45.0         |70.0        
|22           |960.0        |2            |10.0         |45.0         |70.0        
|22           |967.0        |1            |10.0         |45.0         |68.0        
|22           |1057.0       |1            |0.0          |45.0         |68.0        
|22           |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
