R101_025_blended_w0.8_0.19999999999999996
====================================================================================
customer quantity: 25
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 901.2530000209808
objective function value: 79399.74357090716
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|0            |0.0          |0            |89.0         |35.0         |35.0        
|0            |11.18        |6            |89.0         |25.0         |30.0        
|0            |21.18        |6            |86.0         |25.0         |30.0        
|0            |31.18        |5            |86.0         |15.0         |30.0        
|0            |41.18        |5            |60.0         |15.0         |30.0        
|0            |61.796       |7            |60.0         |20.0         |50.0        
|0            |71.796       |7            |55.0         |20.0         |50.0        
|0            |82.976       |19           |55.0         |15.0         |60.0        
|0            |92.976       |19           |38.0         |15.0         |60.0        
|0            |100.047      |11           |38.0         |20.0         |65.0        
|0            |110.047      |11           |26.0         |20.0         |65.0        
|0            |121.228      |10           |26.0         |30.0         |60.0        
|0            |131.228      |10           |10.0         |30.0         |60.0        
|0            |146.784      |1            |10.0         |41.0         |49.0        
|0            |156.784      |1            |0.0          |41.0         |49.0        
|0            |172.016      |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|7            |0.0          |0            |78.0         |35.0         |35.0        
|7            |15.811       |18           |78.0         |20.0         |40.0        
|7            |25.811       |18           |66.0         |20.0         |40.0        
|7            |61.167       |20           |66.0         |45.0         |65.0        
|7            |71.167       |20           |57.0         |45.0         |65.0        
|7            |82.347       |9            |57.0         |55.0         |60.0        
|7            |92.347       |9            |41.0         |55.0         |60.0        
|7            |107.347      |3            |41.0         |55.0         |45.0        
|7            |117.347      |3            |28.0         |55.0         |45.0        
|7            |131.489      |24           |28.0         |65.0         |35.0        
|7            |141.489      |24           |25.0         |65.0         |35.0        
|7            |156.489      |25           |25.0         |65.0         |20.0        
|7            |166.489      |25           |19.0         |65.0         |20.0        
|7            |176.489      |4            |19.0         |55.0         |20.0        
|7            |186.489      |4            |0.0          |55.0         |20.0        
|7            |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|19           |0.0          |0            |100.0        |35.0         |35.0        
|19           |15.0         |12           |100.0        |50.0         |35.0        
|19           |25.0         |12           |81.0         |50.0         |35.0        
|19           |40.811       |21           |81.0         |45.0         |20.0        
|19           |50.811       |21           |70.0         |45.0         |20.0        
|19           |68.839       |23           |70.0         |55.0         |5.0         
|19           |78.839       |23           |41.0         |55.0         |5.0         
|19           |90.019       |22           |41.0         |45.0         |10.0        
|19           |100.019      |22           |23.0         |45.0         |10.0        
|19           |121.233      |13           |23.0         |30.0         |25.0        
|19           |131.233      |13           |0.0          |30.0         |25.0        
|19           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
|22           |0.0          |0            |65.0         |35.0         |35.0        
|22           |18.0         |2            |65.0         |35.0         |17.0        
|22           |28.0         |2            |58.0         |35.0         |17.0        
|22           |41.0         |15           |58.0         |30.0         |5.0         
|22           |51.0         |15           |50.0         |30.0         |5.0         
|22           |57.444       |14           |50.0         |15.0         |10.0        
|22           |67.444       |14           |30.0         |15.0         |10.0        
|22           |69.258       |16           |30.0         |10.0         |20.0        
|22           |79.258       |16           |11.0         |10.0         |20.0        
|22           |81.072       |17           |11.0         |5.0          |30.0        
|22           |91.072       |17           |9.0          |5.0          |30.0        
|22           |105.0        |8            |9.0          |10.0         |43.0        
|22           |115.0        |8            |0.0          |10.0         |43.0        
|22           |230.0        |0            |0.0          |35.0         |35.0        
------------------------------------------------------------------------------------
