C101_050_blended_w0.5_0.5
====================================================================================
customer quantity: 50
vehicle quantity: 25
vehicle capacity: 200.0
cost per distance: 1.0
time per distance: 1.0
====================================================================================
feasible: True
solver runtime: 901.8289999961853
objective function value: 79494.42423232309
MIP gap: 0
====================================================================================
|vehicle no.  |time         |node no.     |cargo        |X            |Y           
------------------------------------------------------------------------------------
|1            |0.0          |0            |50.0         |40.0         |50.0        
|1            |16.553       |43           |50.0         |33.0         |35.0        
|1            |106.553      |43           |40.0         |33.0         |35.0        
|1            |109.553      |42           |40.0         |33.0         |32.0        
|1            |199.553      |42           |20.0         |33.0         |32.0        
|1            |201.553      |41           |20.0         |35.0         |32.0        
|1            |291.553      |41           |10.0         |35.0         |32.0        
|1            |293.553      |40           |10.0         |35.0         |30.0        
|1            |383.553      |40           |0.0          |35.0         |30.0        
|1            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|3            |0.0          |0            |100.0        |40.0         |50.0        
|3            |15.133       |5            |100.0        |42.0         |65.0        
|3            |105.133      |5            |90.0         |42.0         |65.0        
|3            |109.375      |1            |90.0         |45.0         |68.0        
|3            |199.375      |1            |80.0         |45.0         |68.0        
|3            |201.375      |2            |80.0         |45.0         |70.0        
|3            |291.375      |2            |50.0         |45.0         |70.0        
|3            |333.435      |44           |50.0         |32.0         |30.0        
|3            |423.435      |44           |40.0         |32.0         |30.0        
|3            |426.263      |46           |40.0         |30.0         |32.0        
|3            |516.263      |46           |10.0         |30.0         |32.0        
|3            |600.0        |45           |10.0         |30.0         |30.0        
|3            |690.0        |45           |0.0          |30.0         |30.0        
|3            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|8            |0.0          |0            |140.0        |40.0         |50.0        
|8            |31.623       |32           |140.0        |10.0         |40.0        
|8            |121.623      |32           |110.0        |10.0         |40.0        
|8            |123.623      |33           |110.0        |8.0          |40.0        
|8            |213.623      |33           |70.0         |8.0          |40.0        
|8            |219.008      |31           |70.0         |10.0         |35.0        
|8            |309.008      |31           |50.0         |10.0         |35.0        
|8            |314.008      |35           |50.0         |5.0          |35.0        
|8            |404.008      |35           |40.0         |5.0          |35.0        
|8            |427.545      |48           |40.0         |28.0         |30.0        
|8            |517.545      |48           |30.0         |28.0         |30.0        
|8            |520.374      |50           |30.0         |26.0         |32.0        
|8            |610.374      |50           |20.0         |26.0         |32.0        
|8            |613.979      |49           |20.0         |28.0         |35.0        
|8            |703.979      |49           |10.0         |28.0         |35.0        
|8            |705.979      |47           |10.0         |30.0         |35.0        
|8            |795.979      |47           |0.0          |30.0         |35.0        
|8            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|9            |0.0          |0            |10.0         |40.0         |50.0        
|9            |10.0         |20           |10.0         |30.0         |50.0        
|9            |100.0        |20           |0.0          |30.0         |50.0        
|9            |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|11           |0.0          |0            |110.0        |40.0         |50.0        
|11           |16.125       |3            |110.0        |42.0         |66.0        
|11           |106.125      |3            |100.0        |42.0         |66.0        
|11           |108.125      |7            |100.0        |40.0         |66.0        
|11           |198.125      |7            |80.0         |40.0         |66.0        
|11           |200.953      |8            |80.0         |38.0         |68.0        
|11           |290.953      |8            |60.0         |38.0         |68.0        
|11           |294.558      |10           |60.0         |35.0         |66.0        
|11           |384.558      |10           |50.0         |35.0         |66.0        
|11           |387.558      |11           |50.0         |35.0         |69.0        
|11           |477.558      |11           |40.0         |35.0         |69.0        
|11           |480.721      |9            |40.0         |38.0         |70.0        
|11           |570.721      |9            |30.0         |38.0         |70.0        
|11           |572.957      |6            |30.0         |40.0         |69.0        
|11           |662.957      |6            |10.0         |40.0         |69.0        
|11           |665.193      |4            |10.0         |42.0         |68.0        
|11           |755.193      |4            |0.0          |42.0         |68.0        
|11           |1236.0       |0            |0.0          |40.0         |50.0        
------------------------------------------------------------------------------------
|12           |0.0          |0            |190.0        |40.0         |50.0        
